SB_light_d_0,SB_light_d_1,SB_light_d_2,SB_light_d_3,SB_light_d_4,SB_light_d_5
2.598283545840923,2.6559236467236467,1.361288798920378,1.4158538262427822,1.4757495756276244,1.695223443223443
2.455655773420479,2.6559236467236467,1.2902023010300825,1.4158538262427822,1.3459020146520146,1.695223443223443
1.1312690101820917,2.6559236467236467,0.8094589055899399,1.4158538262427822,0.8331674208144797,1.695223443223443
2.478872685185185,2.6559236467236467,1.3072554655870445,1.4158538262427822,1.3937429237429235,1.695223443223443
2.509762041696621,2.6559236467236467,1.2948326382315147,1.4158538262427822,1.2957763837102758,1.695223443223443
2.006900698307492,1.1932519952779925,1.2030351390177358,0.8600451887293993,1.2810053178584486,0.8955661738680606
1.9903765433703309,0.9761754320158985,1.1932855353228045,0.747319385881042,1.259698131801215,0.8180948947604121
2.006900698307492,1.602744099378882,1.2030351390177358,1.077921171171171,1.2810053178584486,1.2090852211775982
2.550272141706924,1.251739827855467,1.3262054655870446,0.8893925825964659,1.3751622187336472,0.9314837398373983
2.57280056980057,1.8738161802355353,1.342823886639676,1.1876591845905906,1.420985347985348,1.350974025974026
2.4695316930775646,1.5665080213903744,1.2650558647286396,1.039397531030761,1.2305221104835375,1.0940219009061114
2.48136165577342,1.5837729210261178,1.2735804655870444,1.0373007757835864,1.2482673992673992,1.072441391941392
2.4796627091203454,1.6135144927536231,1.2730293495771243,1.0826590909090907,1.247666906863628,1.2131498267231422
2.4728310661183173,1.6135144927536231,1.267659451617941,1.0826590909090907,1.2360664476213779,1.2131498267231422
2.5612001105583193,2.3527113237639554,1.3343016194331982,1.3338157081014226,1.3970988231626529,1.5428001506855675
2.4960370370370373,1.3396320790859626,1.285020682978349,0.9261931311329169,1.2737503753077521,0.9570320171013323
2.48136165577342,1.6405857300594142,1.2735804655870444,1.0766886817714447,1.2482673992673992,1.1520040199198647
2.57280056980057,1.6405857300594142,1.342823886639676,1.0766886817714447,1.420985347985348,1.1520040199198647
2.4960370370370373,2.204103896103896,1.285020682978349,1.192446155428089,1.2737503753077521,1.4487406846027535
2.48136165577342,2.204103896103896,1.2735804655870444,1.192446155428089,1.2482673992673992,1.4487406846027535
2.4695316930775646,2.204103896103896,1.2650558647286396,1.192446155428089,1.2305221104835375,1.4487406846027535
2.48136165577342,2.204103896103896,1.2735804655870444,1.192446155428089,1.2482673992673992,1.4487406846027535
2.6214331292297777,2.204103896103896,1.3770993700341525,1.192446155428089,1.5249959844362286,1.4487406846027535
2.564694170656153,1.0999798704120738,1.3354214402618656,0.742192100323354,1.398319824383654,0.8461808924827793
2.6214331292297777,0.9222861397178808,1.3770993700341525,0.7052014202688865,1.5249959844362286,0.7565376132070138
2.5629308132236015,1.2965642922457774,1.3348585673585673,0.9450454205988186,1.3977059508416039,1.1816269651479134
2.6214331292297777,1.1527360273212675,1.3770993700341525,0.7653202247191012,1.5249959844362286,0.8713456445993032
2.5290305966343705,1.5401565971993951,1.308751757003947,1.0244689265536722,1.3286507936507936,1.2704025974025974
2.5762946298984035,1.2931061007957558,1.3439437074683434,0.8805751649943874,1.4222063492063493,1.1370194195165333
2.006900698307492,1.3070501567398118,1.2030351390177358,0.8639079721503574,1.2810053178584486,1.1293393511250653
1.9903765433703309,1.3097053565364365,1.1932855353228045,0.9486336212806801,1.259698131801215,1.1856915706934574
2.006900698307492,1.3097053565364365,1.2030351390177358,0.9486336212806801,1.2810053178584486,1.1856915706934574
2.5157311933349673,1.9539615618424129,1.2986207409611663,1.1223868353868354,1.3040309106098578,1.3820382459236629
2.5157311933349673,1.0859010976068622,1.2986207409611663,0.7923361889879584,1.3040309106098578,1.0402622352713096
1.6385011090875128,1.3521748239118654,1.029058940145816,0.9147461215853705,1.0635555588930274,1.1702077087731122
1.6336854395604399,1.3521748239118654,1.0257831655162915,0.9147461215853705,1.0568077261392361,1.1702077087731122
2.5551700877738615,1.9504242424242424,1.344226637767063,,1.4418863049095605,1.9448624045446077
2.5683160674772183,1.9504242424242424,1.3537086197490453,,1.4705420054200542,1.9448624045446077
2.6399869375907112,1.9504242424242424,1.403827667368093,,1.643819444444444,1.9448624045446077
2.5585864661654134,1.9504242424242424,1.3630249102019871,,1.527562917756466,1.9448624045446077
1.541479399358543,1.9504242424242424,1.035779229519387,,1.1537795865930356,1.9448624045446077
2.6876862385321103,1.0330539061219286,1.4240027102328623,,1.7010515222482436,1.0349293858282622
2.689385185185185,0.987209195919592,1.4245538262427824,,1.7016520146520147,0.9267938222366403
2.4868991596638654,1.4009051054829726,1.311301157409731,,1.3711102150537635,1.4248602654176425
2.0246293706293708,1.0714091660369278,1.2590272727272727,,1.5034534161490682,1.0746031746031748
1.5731449639684933,1.5610856812360572,1.0412010632874518,,1.121197499314748,1.5841460642227907
1.9054970508095508,1.362624840357599,1.1955427324788654,,1.344699017199017,1.364838249421811
1.4821081366246258,1.3387902272019918,1.0104440720569752,,1.0860675029868578,1.3521201021005829
1.6188981244671783,1.414468064263323,1.086655926352129,,1.2238896226415092,1.433566829124206
1.8296227195896715,1.414468064263323,1.1718345097805998,,1.3296306946194676,1.433566829124206
1.4041021619041123,1.7923400793342146,0.955330690763633,,1.0006517881517882,1.8044514168055692
1.559676378388346,1.2103488971346115,1.0340276330715774,,1.0824214416638611,1.2103459563543002
1.7821177944862157,1.4053607305936073,1.113253132280692,,1.1488783242511258,1.4158330721909667
1.484230163590237,1.4053607305936073,1.0088687628161312,,1.076681801994302,1.4158330721909667
1.7958836675020886,2.3990592740592738,1.124476301686928,,1.1746883116883118,9.144045454545454
1.4842662949879446,2.3990592740592738,0.9930567330176908,,1.0210096422167887,9.144045454545454
1.5839945602065275,2.3990592740592738,1.0408140107805557,,1.0852530206112294,9.144045454545454
1.6162231049321416,2.3990592740592738,1.0148805611409866,,0.9998965308703062,9.144045454545454
2.3903376527212146,2.3990592740592738,1.2659214098594904,,1.2904072987943955,9.144045454545454
1.7052196969696969,1.1122267839687194,1.0283082409551212,,0.9884083914053425,1.5963924422159714
2.1491230424505074,1.0729760000338564,1.1906456215444978,,1.2058294285664974,1.5189405731523378
