SB_light_b_0,SB_light_b_1,SB_light_b_2,SB_light_b_3,SB_light_b_4,SB_light_b_5,SB_light_b_6,SB_light_b_7
14.467252747252747,15.761714285714286,1.8172490234004628,1.9915538362346872,1.49312063430564,1.7213564157655594,2.5103399284198127,2.69700991005996
13.566538461538462,15.761714285714286,1.6384522319566124,1.9915538362346872,1.3390674428162783,1.7213564157655594,1.8280980679546968,2.69700991005996
1.886455145307437,15.761714285714286,0.9837595520421607,1.9915538362346872,0.8340380542460887,1.7213564157655594,0.9376157485773243,2.69700991005996
13.716895604395603,15.761714285714286,1.680604922820192,1.9915538362346872,1.3890624947707564,1.7213564157655594,1.8720285027373056,2.69700991005996
23.92913244650087,15.761714285714286,1.6595442809593428,1.9915538362346872,1.3054133287631702,1.7213564157655594,2.344704324505531,2.69700991005996
4.813300248138958,1.9670912280701756,1.5794291345510858,1.0324115463389656,1.2965512413512414,0.8808230190861769,2.292601165008913,1.0371119570235852
4.336565656565656,1.9349260802572517,1.5540647766867282,0.960031924597142,1.274393149805521,0.8391871972474988,2.2718694521660945,0.9431171249607002
4.813300248138958,3.414324721931213,1.5794291345510858,1.4512993894993895,1.2965512413512414,1.2366841736694678,2.292601165008913,2.192790526162143
14.135430087154225,2.146911132345915,1.7289273450787845,1.072741391941392,1.38787063430564,0.9146405726356017,2.418192185601755,1.0739896558550135
14.274795604395603,4.372753246753247,1.7694081143095537,1.6132502164502163,1.435711543396549,1.374502013665777,2.460344876465335,2.341539981757373
10.457312271062271,3.2092422360248447,1.5966931205395425,1.3615383477981358,1.2380078526923957,1.1218286420816368,2.2829590958528394,2.0948165323682897
13.82572893772894,3.2019982456140355,1.614628702544848,1.3388903949183537,1.2563081343056401,1.09258504944823,2.299912993327831,2.071160215053763
10.492395604395606,3.459120197044335,1.6123890608875129,1.459859553349876,1.2556804273192612,1.242252331002331,2.299116878368831,2.199523250216617
10.46850907957291,3.459120197044335,1.6017756155093614,1.459859553349876,1.2437202000465342,1.242252331002331,2.288188909517436,2.199523250216617
14.19995115995116,7.003583333333333,1.7483581143095535,1.8320526315789476,1.4107510690882488,1.563136828644501,2.4384082720363294,2.544225350786326
13.880493165371215,2.6123316912972085,1.6378456143095534,1.2056548250363082,1.28262063430564,0.9919773519163761,2.323850448907078,1.9523406862745099
13.82572893772894,3.4450656835325026,1.614628702544848,1.4179989208798274,1.2563081343056401,1.1763528732844346,2.299912993327831,2.14951818891491
14.274795604395603,3.4450656835325026,1.7694081143095537,1.4179989208798274,1.435711543396549,1.1763528732844346,2.460344876465335,2.14951818891491
13.880493165371215,13.76875,1.6378456143095534,6.422250673854448,1.28262063430564,1.665798319327731,2.323850448907078,5.140883597883598
13.82572893772894,13.76875,1.614628702544848,6.422250673854448,1.2563081343056401,1.665798319327731,2.299912993327831,5.140883597883598
10.457312271062271,13.76875,1.5966931205395425,6.422250673854448,1.2380078526923957,1.665798319327731,2.2829590958528394,5.140883597883598
13.82572893772894,13.76875,1.614628702544848,6.422250673854448,1.2563081343056401,1.665798319327731,2.299912993327831,5.140883597883598
24.66772893772894,13.76875,1.8615434812792153,6.422250673854448,1.5449581367290308,1.665798319327731,2.555204324505531,5.140883597883598
4.19995115995116,1.7815826330532212,1.7529834612105712,1.389658029878618,1.4120278821628145,0.9052530584883527,2.440031121760445,1.6185009916094582
24.66772893772894,1.934821472783884,1.8615434812792153,1.3192645833238454,1.5449581367290308,0.8620709112997957,2.555204324505531,1.4072967471054754
24.199951159951162,2.342515369305617,1.750645920303605,2.1707817872440294,1.4113858688089367,1.2325443408359718,2.439214528587164,2.079061438305464
24.66772893772894,1.938481527093596,1.8615434812792153,1.477453927025356,1.5449581367290308,0.9384149008885851,2.555204324505531,1.7325013477088949
4.007336780866193,3.1404383116883117,1.6909413559474136,2.7765140067911718,1.3395012209651116,1.36218983058394,2.3755923462502406,2.6728675213675217
4.274795604395605,2.2698150353258715,1.7740334612105713,1.8919980922455388,1.436988356471115,1.1411335569801042,2.4619677261894504,2.025220323536113
