McD_light_b_0,McD_light_b_1,McD_light_b_2,McD_light_b_3
1.151644457555076,1.3456736781127026,1.861551016188113,1.4372347037495925
1.0959403223821829,1.74889817310572,1.7881593137254903,1.6588868207979708
1.0128272922963188,1.58555143436685,1.344071880730488,1.5713008931996275
0.8443934101815664,1.3456736781127026,1.0516609062980031,1.4372347037495925
0.7865235773527878,1.7634154144850307,0.9771966834649346,1.670487280040221
1.1656285252523038,1.5961648797450014,1.8811722841507013,1.5800489451476794
1.1038455101408737,1.3444622416534182,1.798528923006153,1.442324997953474
2.189874344742522,1.8579639249639246,2.4438708414872794,1.7714470588235294
2.052337273038712,1.6724357329138553,2.380731789344951,1.6798809523809524
1.952099177800617,1.4127341743131216,2.326547928262214,1.3399796018814458
2.3540942028985503,2.897341575091575,2.5052627990657155,2.2612767495662234
4.807857142857142,2.7533314054366684,2.838933454462866,2.190447541243027
4.805845070422534,2.437064935064935,2.837131652661064,2.0540820408330154
4.802931034482758,2.589725650033027,2.834517273576097,2.0313187663729457
4.806843971631205,2.4614137456316847,2.8380265072471937,1.9651632603065725
2.2048877551020407,2.180068951129192,2.4456640488089825,1.8489794767304513
2.0540486917815657,2.5966272893772895,2.3769881339653622,2.036863103510786
1.951455128205128,2.4614137456316847,2.3211102491617908,1.9651632603065725
2.3681031746031747,2.180068951129192,2.5065344508813014,1.8489794767304513
4.784966044142615,2.5965059885482815,2.782191176470588,2.0417154577448695
4.774707278481012,2.4656764474905404,2.7584819277108434,1.9728792709622156
4.763663745892661,2.191481601731602,2.7358837052062204,1.8586576376499917
4.794135135135135,2.698436147186147,2.807146304675716,2.14856334841629
2.2077222222222224,2.562992207792208,2.4482107381128877,2.077568393876257
2.050973776607417,2.2432002250622936,2.3769348554671135,1.7488058175301238
1.948882113821138,1.5511541608228143,2.3213283102270443,1.3644534412955465
2.369074425574426,1.3491990837586814,2.5074058346387083,1.2539379011792804
2.681066181869863,1.1889458754928925,2.43593365495425,1.1634360657133127
2.200919251942172,1.883979113384484,1.7737213528921576,1.5567887109077039
2.5203784543898267,1.7621044891640865,2.554358058049333,1.495479403155565
2.242243204434649,1.5896855637281342,2.422706889605157,1.408141368743616
2.1213217670011146,1.5742778270116977,2.3558912787454287,1.5798695730884433
1.9755941075284233,1.3830934362934364,2.269205936920222,1.473965335197463
4.807857142857142,1.2112151414476995,2.838933454462866,1.3762335553997196
4.807857142857142,1.9262939560439558,2.838933454462866,1.779640740136498
4.806843971631205,1.7838116123642436,2.8380265072471937,1.706703375686771
4.80888489208633,1.6543251588491465,2.8398527410964385,1.6416878311327892
2.1923697441601777,1.4749462694168576,2.4203383874467463,1.519010066238982
1.9448274428274424,1.2984531325750837,2.329365967365967,1.4184879832810868
1.7007317194717573,1.1401071563365552,2.2048254543363237,1.3261658427593912
2.219531034482759,1.8528160173160173,2.428251921281333,1.741049403713102
1.9798378378378374,1.7420506935506932,2.3417029637029634,1.6820749398028259
1.7384844867235512,1.6090101152187741,2.2225881115739607,1.6128557052860164
2.248565517241379,1.0935992495876214,2.4364532199826314,2.310671807747489
1.9798378378378374,1.0600979233276748,2.3417029637029634,2.267253167564143
1.736753109846089,1.0328780957414678,2.22102555053642,2.232922149744753
2.27872915851272,1.1459765685623806,2.4441094461094464,2.3898349797234064
2.0179424736337483,1.0476517732258945,2.3540323502330396,1.66374457179116
1.7561203719024268,1.0074145127748069,2.2290067901234565,1.6052323886639677
2.857932684067004,0.9288497390873477,2.5596895624486673,1.4972580001697648
2.553205128205128,0.912542658976857,2.4836271088402584,1.477131096613855
2.2034906207012463,0.8609797301661113,2.3701261671854157,1.4080811691517723
1.4856064611394653,0.7890070817446903,1.5148779454463663,1.3149099758536555
1.369076138622418,0.912542658976857,1.4491643139469226,1.477131096613855
1.097631612573473,0.8609797301661113,1.1223182801917946,1.4080811691517723
1.626982979358089,0.7890070817446903,1.5820317916002127,1.3149099758536555
1.536103321965391,0.9202438784890523,1.5228506493506493,1.4871549061376648
1.2667465798846427,0.8670811794414736,1.2094060150375938,1.4157823886639676
1.717009233048217,0.7928359926966738,2.1268947431878464,1.3197416879795396
1.398568125740708,0.9835942082111437,1.4616747757073842,1.573427750410509
1.2191960902693926,0.9329463511840272,1.3382676002952503,1.5014316939890713
1.858385751266841,0.8438583757617245,2.194048589341693,1.2065015223480697
1.5570902585786306,1.1200518341307815,1.5314629629629628,1.7459424606845513
1.389520010535173,1.0793095149836431,1.4207637600494745,1.6854475568004978
1.2375729376094953,1.0166151245267314,1.3970456444140655,1.5964575315455267
1.1360609344216153,0.9812312887915298,1.3181923169666465,1.5545230494341868
1.0536147210170517,0.936824057553712,1.2508105080497445,1.4944907885510295
1.4340882753919562,0.8801716277250258,1.9944620655279657,1.41919437365079
1.3331022429462387,0.9849427198817441,1.9160137900466196,1.5593289855072463
1.2533066933066934,0.936824057553712,1.850374773053034,1.4944907885510295
1.1507494234913591,0.8801716277250258,1.3356739220621179,1.41919437365079
1.0813434656159113,0.9882060675843058,1.2833472918131232,1.563682755995432
1.001176300526324,0.9422808302808303,1.2090247481718197,1.5014483430799221
1.6655965218763078,0.8872472579771266,1.4323182865521573,1.427864854199989
1.5057839446589445,1.0554545454545454,1.3021389517345399,1.6550380952380952
1.3990722149890908,1.0116090236624216,1.203075986530862,1.592762789182144
1.6822387447608036,0.9333392731122089,1.4225996745541338,1.3083847738938217
1.560909090909091,0.8454612054612054,1.354897495872317,1.2125604540023893
1.4381149887893074,0.7838009049773756,1.2358325211176089,1.132170259408111
1.825596521876308,0.7297323230447323,1.7323182865521574,1.0638071046942015
1.7119330449571133,0.8926804567981037,1.665735818436033,1.2644473237558342
1.5319027484143763,0.8503695324283559,1.4058679927667268,1.2086533632879608
1.369913941339718,0.7990747803585856,1.925659550561798,1.1414345238095238
1.2652078908519984,0.8729294978179359,1.8417752803805931,1.4266346998623494
1.1807122798091982,0.8146798388687782,1.7667604513682449,1.351942010148552
1.3452192340350773,0.7562515262515263,1.904580394234254,1.2760320887048997
1.2446537979324863,0.9248011555719466,1.823344368684794,1.4865523388465636
1.1688776633576465,0.8753300187999727,1.7585382840339736,1.4191728161283854
1.132495470042677,0.8297641276694163,1.2936839497582562,1.3585286822121927
0.9345527878314763,0.8414677220825011,1.0140487686021666,1.386191748630773
0.8594800807513865,0.7829396381897588,0.9457726601516075,1.3103669485332499
1.2639594514013117,0.727219177705711,1.8406313773835674,1.2409395478374836
1.1807122798091982,0.8990307472925851,1.7667604513682449,1.4500517892993243
3.4581355932203386,0.8580170375705638,2.7903234265734262,1.396359856334668
3.3452946236559136,0.8087752043142554,2.7144705362129953,1.3312339922912988
3.2716196236559134,1.6249721790890266,2.6516644741717927,2.5058357932473205
3.55625,1.5763120763493006,2.8668688811188807,2.4525945754487255
4.251333333333333,1.5383334595768317,3.3408207070707063,2.4114842680346205
4.214568627450981,1.6975200334944858,3.338559286898839,2.597642572944297
4.1668738738738735,1.3505809651635992,3.335290957015409,1.824605933587371
4.23239393939394,1.2817834086807687,3.3396814954051792,1.7500977418267607
3.3193117408906887,1.1408794693678415,2.792322392086331,1.6105639675224928
3.1744770096633745,1.1346096929337772,2.7093601398601397,1.5817213182027552
3.0545652173913043,1.0564991277443139,2.64403665028665,1.4994558813616448
3.4563356973995267,0.9357769052652773,2.868586601307189,1.3853985910270672
3.863378787878788,1.1346096929337772,3.291944444444444,1.5817213182027552
3.736333333333333,1.0564991277443139,3.2711257309941515,1.4994558813616448
3.62316091954023,0.9357769052652773,3.250637834036568,1.3853985910270672
4.002047619047619,1.1458663774257558,3.31297152194211,1.5940583145397516
3.3620467836257313,1.0650213949507914,2.7954963235294112,1.5086832786219189
3.217505197505197,0.9408191521122553,2.709486743938183,1.3910092328080943
3.1082472137791286,1.2436040996565445,2.644694080323525,1.7037981873627193
3.4722087132725425,1.1652799106519616,2.8696759259259257,1.6171399373573287
2.557297077922078,1.0194755389537997,2.7485102800425376,1.2955286738351253
2.751080958209477,1.7326052200272097,2.168888535031847,2.0004434661723822
3.5854915003695487,1.6714923488598596,2.9303759398496236,1.9251708525392737
3.2802777777777776,1.5489840745424979,2.7854445145018913,1.810547222222222
3.1346875,1.5112503160838329,2.7118576438387407,1.7516707388996546
2.9576710942441493,1.4537923757922593,2.615736973116495,1.683448364500996
4.251333333333333,1.3499627185400098,3.3408207070707063,1.5923926767676766
4.251333333333333,1.5166339477973876,3.3408207070707063,1.7575588507877664
4.23239393939394,1.4537923757922593,3.3396814954051792,1.683448364500996
4.271494623655914,1.3499627185400098,3.341977311280746,1.5923926767676766
2.7203633533866087,1.5213821699762278,2.6238442249892655,1.762909517503455
2.4470953598830834,1.461349321410297,2.4734332077658645,1.691751300239672
2.1050704809286898,1.359425755503047,2.3116353270105803,1.6025236928104576
2.734350064350064,1.6248322395611552,2.6341544290708985,1.8789142712788034
2.4673114463176575,1.563142464992906,2.488987394957983,1.8045047175047173
2.1496797711332594,1.4308574894246697,2.3330702238937535,1.4993551587301586
2.749019053897103,1.0292640796508898,2.6448942249892657,1.2995631108562145
2.4673114463176575,0.9303667711598745,2.488987394957983,1.202622136033901
2.1290079365079366,0.8488243343444555,2.331141118516372,1.121704037800687
2.7501967418546363,1.2253225866704955,2.655033168271934,1.4023544861475898
2.4770529287954437,1.1719082731361592,2.504680572938395,1.339793853205618
2.1324920804625007,1.0957643590446,2.3408098307816276,1.2624565280657718
2.9285317142093406,1.0610713266385683,2.814185630056218,1.5164859241881712
2.6578429089026914,0.9638400689003099,2.6778862663568543,1.4241171057075313
2.2992251461988302,0.8781819109872654,2.521074809541651,1.3357175185925185
1.697504309545557,1.2608424936866234,1.6243186357734942,1.626713196915444
1.5461904761904761,1.1996607927978225,1.5389948051948052,1.5521060062995546
1.2458393759613273,1.1458812148949447,1.191854899869653,1.4864844093104963
1.9346520175251836,1.0046365018090844,1.7656951539921177,1.4650905982905982
1.804500626566416,0.9147484090009439,1.7015134865134864,1.374793564128376
1.5131384021384018,0.8307591830611634,1.3624119164907342,1.2923005565862709
1.7286858414110913,1.2300583339814888,2.2390134525700813,1.5870669552669552
1.5472272727272727,1.178335365522683,1.553921473915326,1.5268311816832352
1.27724432314646,1.1213789428815002,1.4081763285024151,1.4570216450216449
1.9658335493907177,9.4415,2.380389970788705,3.9661038961038955
1.7998250757490741,9.325510204081633,1.711764109325085,3.9201766233766238
1.5338907563025208,9.245517241379309,1.5753906142167011,3.8840909090909093
1.4924465338582986,13.901505376344085,1.4544001510411049,4.922989544568492
1.3142318580992958,3.898140350877193,1.362331556478597,2.13504205318491
1.1774925107581238,3.4318484848484845,1.2856374229691876,1.9753016890516886
1.5135486853571958,2.770422932330827,2.0491267529416195,1.7302172464684797
1.3373685239491693,3.1427575757575754,1.9583006123997806,1.9345658627087197
1.2036969960397952,2.751444444444444,1.8840325203252033,1.7648016890516889
1.369924270904534,2.251007347915243,1.3778731889623201,1.5370046860820064
1.2603964562885768,3.1427575757575754,1.3175010573218615,1.9345658627087197
1.103910946595604,2.751444444444444,1.2363498777437396,1.7648016890516889
2.8370062656641606,2.251007347915243,1.747685366636773,1.5370046860820064
2.566230598669623,3.170095238095238,1.5880808763481737,1.9451793080868711
2.4095405214940095,2.769435897435897,1.4858286933192593,1.7728978428978426
2.7543482587064676,2.236651785714286,1.7436512186666984,1.5330254901960783
2.5135517815517816,3.295809523809524,1.645688207677437,1.9904660894660893
2.356233285678244,2.848993006993007,1.5223234065089484,1.790635593220339
2.8751015037593985,2.1580618466898955,2.047685366636773,1.4871440191728162
2.6342827542827543,3.2373524720893143,1.9523338554037153,2.342090909090909
2.4641273964131107,2.7894545035174723,1.6890831656606307,2.1948167465957225
1.3664028939446933,13.944409095761717,1.993373424726509,1.9779403289557564
1.1901878136707427,2.4692121212121214,1.8929379084967315,2.1365322236449
1.0360065445962376,2.1504663612249817,1.8070873830646126,1.9911583943659417
1.3261194478220442,13.450389538376232,1.9682827974494639,1.7902805049088357
1.1524076894439368,2.481969696969697,1.8716722455689907,2.141614718614719
1.0234879653401796,2.1504663612249817,1.7965520066847556,1.9911583943659417
1.2293088344307856,13.450389538376232,1.3553559186005386,1.7902805049088357
1.0468521338883812,2.4619873150105707,1.060656333696286,2.1383411309187705
0.9160100188572707,2.1448089017900336,0.9843293141246475,1.99206525776146
1.1822513057342348,13.468062113003096,1.891569919440644,1.7993342683496958
1.0360065445962376,2.601688311688312,1.8070873830646126,2.1890115440115436
1.0924294583885374,2.2707954274827338,2.3182314380107805,2.0455286971093423
1.0403019831746625,13.348487394957981,2.2520442140892745,1.7378278150273032
0.9939574086508112,2.505240137221269,2.1955882753919562,1.6764351471313497
1.1414347493938286,2.0832589285714285,2.3834567901234567,1.4739666666666664
1.3806381889091695,1.7817801857585138,2.7503262195121954,1.3157744719509423
1.3793016478773599,3.599460916442049,2.7488569277108437,1.7798074644691844
1.3773534694242133,3.3304017857142854,2.7467181952662725,1.642545977011494
1.3799660555579125,2.873051948051948,2.7495871212121212,1.4782498308221352
1.0944092267316132,2.6747021232735517,2.322046020849225,1.7696787878787876
1.0381149020416003,2.2801709491687383,2.2504621848739497,1.5885478991596638
0.9908924738049816,1.9674117647058822,2.1929957264957265,1.410982142857143
1.142653867871259,3.8084683570397857,2.386183212267958,1.9065126436781608
1.3548982495765103,3.51125974025974,2.7010701871657754,1.7372178876362092
1.3434349860665649,3.2657746478873237,2.68026510989011,1.5865285235841111
1.3317460317460317,2.47678587494377,2.660375,1.682369106699752
1.3660137085137083,2.135147993311037,2.722904069767442,1.505102258852259
1.096313746792558,1.8538795342588448,2.3241345755693583,1.3516239350601262
1.0377873912885751,3.6584891716470667,2.2496799945600436,1.8125670983632607
0.9905792782929215,3.43425513616818,2.1922444155280854,1.6909260136415305
1.1433032185206096,3.1925308829101935,2.3868960722622554,1.5367377933252617
1.1477085689528086,,2.36666596915446,2.5235
1.0678086818004329,,1.6735928330928327,2.491570224719101
1.1794898650817223,,2.436815894797027,2.465505102040816
1.0947895058501869,,2.304242886380141,2.8373451607078364
1.0481112457993442,,2.2368252111760882,1.6303429072178168
0.9823411899899848,,2.148848599742351,1.5222958117151666
1.3806381889091695,,2.7503262195121954,1.3504777006108273
1.3806381889091695,,2.7503262195121954,1.5029215997117638
1.3799660555579125,,2.7495871212121212,1.3835998611317764
1.381318183469213,,2.751074386503068,1.2173089991679862
1.1101609478358756,,2.3414169429471627,1.5029215997117638
1.0467567349723703,,2.259037006275378,1.3835998611317764
0.9598988397396516,,2.1404896644273492,1.2173089991679862
1.116233063220491,,2.349921993452213,1.5102560944852828
1.0565039855994203,,2.272182985978735,1.3894416742677613
0.9744365949870165,,2.15883419298754,1.2147793522267205
1.122497944172872,,2.3587479892593413,1.539926696832579
1.0565039855994203,,2.272182985978735,1.3992814458432699
0.9732550856087858,,2.1575428289843113,1.2131468334919986
1.1283301183385128,,2.3672173100009233,1.738076069410815
1.066202420691785,,2.2855480851920795,1.6386446886446884
0.9798347380304628,,2.166135426523897,1.490084499519282
1.2131349480714029,,2.494184295669487,1.6071169467787114
1.163778983102167,,2.4270075757575755,1.5035870445344128
1.0904933495520361,,2.3187685845219312,1.3600723093526832
0.9016521850995229,,1.4676777261410294,1.6106547619047618
0.8539759316770186,,1.4060790835181078,1.5035870445344128
0.7465659673622043,,1.086401104130973,1.3600723093526832
0.940844104291442,,1.5127357906571581,1.6088133447137494
0.898302591128678,,1.4538154471544713,1.5046432062561095
0.7992693242056403,,1.1461762509335325,1.3668821583821582
0.9329394055765023,,2.080818757974881,1.6421953781512606
0.8644953845174432,,1.4197506065363208,1.5416216216216216
0.7751417520010732,,1.3028472318707682,1.3543341927499613
0.9721313247684215,,2.12587682249101,1.3541432486973284
0.9055968141427494,,1.4633876517695685,1.2071013336508691
0.8259220812024548,,1.358598147621684,1.0876803965881752
0.8081388689192426,,1.357794864801344,1.4121920887461683
0.7514568085906951,,1.2846999263622976,1.3115628721124077
0.7013618293471234,,1.2215986622073578,1.1880270040037482
0.828245780297322,,1.9565803681612504,1.3900107009095772
0.7716571363305161,,1.8835091882820243,1.2593039541759055
0.7229308178120746,,1.821942768003273,1.1243913043478262
0.7633110693572902,,1.3020143536574276,1.4729166838155603
0.7233097130201741,,1.2524803762941261,1.3481203619909503
0.6692903123513556,,1.1831042380256125,1.2319918389483608
0.9743914346197687,,1.316657101865136,1.327683329698003
