McD_solid_d_0,McD_solid_d_1,McD_solid_d_2,McD_solid_d_3,McD_solid_d_4,McD_solid_d_5,McD_solid_d_6,McD_solid_d_7
2.269841319708894,1.5501894761933315,1.1176780211506812,0.8799445323642096,2.269841319708894,1.5501894761933315,1.1176780211506812,0.8799445323642096
2.1997553978072055,1.4651577402978082,1.1012450441074437,0.8525059859318471,2.1997553978072055,1.4651577402978082,1.1012450441074437,0.8525059859318471
2.09808847487983,1.6193540966059692,1.0747963050897689,0.899939139859797,2.09808847487983,1.6193540966059692,1.0747963050897689,0.899939139859797
2.661398189486823,1.5501894761933315,1.1793886661358175,0.8799445323642096,2.661398189486823,1.5501894761933315,1.1793886661358175,0.8799445323642096
2.661398189486823,1.4651577402978082,1.1793886661358175,0.8525059859318471,2.661398189486823,1.4651577402978082,1.1793886661358175,0.8525059859318471
2.6607347603543228,1.6268732488510755,1.1789480986849408,0.9013169365556664,2.6607347603543228,1.6268732488510755,1.1789480986849408,0.9013169365556664
2.6620700699458517,1.5588071036664386,1.1798337990525065,0.8818064690978682,2.6620700699458517,1.5588071036664386,1.1798337990525065,0.8818064690978682
2.262802980399798,1.4744986687476922,1.1164813652250052,0.8550400234978593,2.262802980399798,1.4744986687476922,1.1164813652250052,0.8550400234978593
2.169272308862919,1.710964514875805,1.0968781859287917,0.9160025721151599,2.169272308862919,1.710964514875805,1.0968781859287917,0.9160025721151599
2.04262876572745,1.6501159306264939,1.065730596792114,0.8997438933183202,2.04262876572745,1.6501159306264939,1.065730596792114,0.8997438933183202
2.2740634937624375,1.3915655147910233,1.1184976210455002,0.7895153870646249,2.2740634937624375,1.3915655147910233,1.1184976210455002,0.7895153870646249
2.1825984749777114,1.2332495120528886,1.0995130669965654,0.7663041315296953,2.1825984749777114,1.2332495120528886,1.0995130669965654,0.7663041315296953
2.058945258540709,1.1455548019200406,1.070094575097105,0.7371217849695547,2.058945258540709,1.1455548019200406,1.070094575097105,0.7371217849695547
2.2794526386677116,1.0674690088541239,1.1193794811209088,0.708787416394816,2.2794526386677116,1.0674690088541239,1.1193794811209088,0.708787416394816
2.1825984749777114,1.3249901191514093,1.0995130669965654,0.7871549349038252,2.1825984749777114,1.3249901191514093,1.0995130669965654,0.7871549349038252
2.061688879855746,1.2626119332285155,1.0702445438665447,0.7669970803568984,2.061688879855746,1.2626119332285155,1.0702445438665447,0.7669970803568984
2.2906890900859627,1.1898984135686992,1.1210204532263355,0.7410412010718047,2.2906890900859627,1.1898984135686992,1.1210204532263355,0.7410412010718047
2.1960042443760304,1.4150900164593556,1.1017992268746577,0.8525722552890569,2.1960042443760304,1.4150900164593556,1.1017992268746577,0.8525722552890569
2.071262354204302,1.3317841107679251,1.0721828848459487,0.8258030434420781,2.071262354204302,1.3317841107679251,1.0721828848459487,0.8258030434420781
2.3916706114398423,1.2463092459384746,1.1345290582354035,0.7948469699742756,2.3916706114398423,1.2463092459384746,1.1345290582354035,0.7948469699742756
2.308672955283064,1.5155683237558446,1.118303044423734,0.8767085943020446,2.308672955283064,1.5155683237558446,1.118303044423734,0.8767085943020446
2.20336607364715,1.4425037795086626,1.09478592015441,0.8530899973520455,2.20336607364715,1.4425037795086626,1.09478592015441,0.8530899973520455
1.457860284196843,1.37675722957981,0.867661816464628,0.8286827641420862,1.457860284196843,1.37675722957981,0.867661816464628,0.8286827641420862
1.3889428954478487,1.3681357253857254,0.8475760585856801,0.8384392017760033,1.3889428954478487,1.3681357253857254,0.8475760585856801,0.8384392017760033
1.0917677566774533,1.283904575220228,0.7188678817800792,0.8097709340880881,1.0917677566774533,1.283904575220228,0.7188678817800792,0.8097709340880881
1.5327131000995908,1.2041706574092228,0.8860778511641006,0.7799776682768936,1.5327131000995908,1.2041706574092228,0.8860778511641006,0.7799776682768936
1.469480617636094,1.4759405480370047,0.8670752460547662,0.8640392307068195,1.469480617636094,1.4759405480370047,0.8670752460547662,0.8640392307068195
1.1855534915308403,1.415858280897426,0.745205040907356,0.8444475441451674,1.1855534915308403,1.415858280897426,0.745205040907356,0.8444475441451674
1.9696475973061067,1.3476931545749216,1.0362955254311597,0.8179776896980532,1.9696475973061067,1.3476931545749216,1.0362955254311597,0.8179776896980532
1.400651135256194,1.5420721429131479,0.8496313403208245,0.8394309225373203,1.400651135256194,1.5420721429131479,0.8496313403208245,0.8394309225373203
1.274967888971476,1.5155050498935028,0.8070818028772574,0.8332746624290741,1.274967888971476,1.5155050498935028,0.8070818028772574,0.8332746624290741
2.04512592693798,1.4893330051357492,1.0547858619387804,0.8268629690228391,2.04512592693798,1.4893330051357492,1.0547858619387804,0.8268629690228391
1.4826738437001596,1.5900295081327291,0.8694617207834948,0.8508280381064143,1.4826738437001596,1.5900295081327291,0.8694617207834948,0.8508280381064143
1.365800578337215,1.2437429785906975,0.8314594688241486,0.7193044506742062,1.365800578337215,1.2437429785906975,0.8314594688241486,0.7193044506742062
1.3249027146829666,1.2019279631044337,0.8316941439332332,0.7073869528605409,1.3249027146829666,1.2019279631044337,0.8316941439332332,0.7073869528605409
1.2430519347570916,1.1221396465524245,0.8023868971404182,0.6841057146814303,1.2430519347570916,1.1221396465524245,0.8023868971404182,0.6841057146814303
1.171105599402801,1.1548571374673846,0.7745269743757043,0.70001013000554,1.171105599402801,1.1548571374673846,0.7745269743757043,0.70001013000554
1.822471361352612,1.1017513722333,0.9973810476060438,0.684112529969989,1.822471361352612,1.1017513722333,0.9973810476060438,0.684112529969989
1.7410521571412854,1.0232962671478723,0.9681945889454395,0.6590468233829756,1.7410521571412854,1.0232962671478723,0.9681945889454395,0.6590468233829756
1.6704998930677954,1.1548571374673846,0.940823631912127,0.70001013000554,1.6704998930677954,1.1548571374673846,0.940823631912127,0.70001013000554
1.2601898707373913,1.10388184534526,0.8093431852927816,0.6846754181687467,1.2601898707373913,1.10388184534526,0.8093431852927816,0.6846754181687467
1.2027534187760496,1.0232962671478723,0.7878320656966489,0.6590468233829756,1.2027534187760496,1.0232962671478723,0.7878320656966489,0.6590468233829756
1.1263081736764207,1.161148215630081,0.7561283650644502,0.7015363099573659,1.1263081736764207,1.161148215630081,0.7561283650644502,0.7015363099573659
1.4198968364287736,1.1070107936915996,0.7941693924555325,0.685507039534107,1.4198968364287736,1.1070107936915996,0.7941693924555325,0.685507039534107
1.2995502491292914,1.0268200240196685,0.7424826097994414,0.6597457259847542,1.2995502491292914,1.0268200240196685,0.7424826097994414,0.6597457259847542
1.1941274229137402,1.2027777777777777,0.6971545200905748,0.7095014941733747,1.1941274229137402,1.2027777777777777,0.6971545200905748,0.7095014941733747
1.4150288987694692,1.1506953347578348,0.7912600545768861,0.6933907532125855,1.4150288987694692,1.1506953347578348,0.7912600545768861,0.6933907532125855
1.3462936999868818,0.9939555085563159,0.7735258093641018,0.6215567744021734,1.3462936999868818,0.9939555085563159,0.7735258093641018,0.6215567744021734
1.223693903604912,1.363260178330668,0.7186306522583696,0.7384179112884088,1.223693903604912,1.363260178330668,0.7186306522583696,0.7384179112884088
1.6743600915268884,1.326868229449121,0.9285013483783976,0.7280490163937204,1.6743600915268884,1.326868229449121,0.9285013483783976,0.7280490163937204
1.6021623606944626,1.2678248333371491,0.9101162019666403,0.7107268235326102,1.6021623606944626,1.2678248333371491,0.9101162019666403,0.7107268235326102
1.36285519903405,1.2658424843367297,0.8051664909756973,0.7180131352234889,1.36285519903405,1.2658424843367297,0.8051664909756973,0.7180131352234889
1.7539089883418377,1.222565596301141,0.9719013383808449,0.7046548842487188,1.7539089883418377,1.222565596301141,0.9719013383808449,0.7046548842487188
1.6662286914765907,1.1624965927371693,0.9378866196867935,0.6851534766352273,1.6662286914765907,1.1624965927371693,0.9378866196867935,0.6851534766352273
1.5867038121219952,1.267664048891939,0.903136147673912,0.7184622306322618,1.5867038121219952,1.267664048891939,0.903136147673912,0.7184622306322618
1.7333198048563228,1.222565596301141,0.9643085012479631,0.7046548842487188,1.7333198048563228,1.222565596301141,0.9643085012479631,0.7046548842487188
1.64730894522066,1.1624965927371693,0.9299493853259734,0.6851534766352273,1.64730894522066,1.1624965927371693,0.9299493853259734,0.6851534766352273
1.5770549722360847,1.2721605794532105,0.8991090589795553,0.7192774204177118,1.5770549722360847,1.2721605794532105,0.8991090589795553,0.7192774204177118
1.223398293941035,1.227898189383157,0.7916526555135427,0.7058103986063053,1.223398293941035,1.227898189383157,0.7916526555135427,0.7058103986063053
0.9723124656386646,1.168615851107624,0.6743511729969919,0.6868576140812882,0.9723124656386646,1.168615851107624,0.6743511729969919,0.6868576140812882
0.9006134654254633,1.3187953386482798,0.6418916341833191,0.728020193667409,0.9006134654254633,1.3187953386482798,0.6418916341833191,0.728020193667409
1.6653697620462327,1.2812408788230263,0.9372726104520946,0.7167918054507947,1.6653697620462327,1.2812408788230263,0.9372726104520946,0.7167918054507947
1.5867038121219952,1.1362381755906912,0.903136147673912,0.6477840888895858,1.5867038121219952,1.1362381755906912,0.903136147673912,0.6477840888895858
1.5537436358191075,1.018069074326864,0.8431882377756034,0.6347127047554244,1.5537436358191075,1.018069074326864,0.8431882377756034,0.6347127047554244
1.507112582396086,0.9537615412837663,0.8318259899653642,0.6140341145115107,1.507112582396086,0.9537615412837663,0.8318259899653642,0.6140341145115107
1.4599411567677822,0.8949443300680068,0.8191411261860303,0.593519487494918,1.4599411567677822,0.8949443300680068,0.8191411261860303,0.593519487494918
1.5923416592328277,1.0921736901125818,0.8514700721669914,0.6485808348641016,1.5923416592328277,1.0921736901125818,0.8514700721669914,0.6485808348641016
1.7339574809444773,1.049613451415771,0.8754567569093971,0.6342985415319274,1.7339574809444773,1.049613451415771,0.8754567569093971,0.6342985415319274
1.7328436967513028,0.9968205647563445,0.8747080297455755,0.6155550652837595,1.7328436967513028,0.9968205647563445,0.8747080297455755,0.6155550652837595
1.7312202147070141,1.1105628825604315,0.8736110573892789,0.6863813869418625,1.7312202147070141,1.1105628825604315,0.8736110573892789,0.6863813869418625
1.7333973698184302,1.0499802770535387,0.8750806190925009,0.667403528696386,1.7333973698184302,1.0499802770535387,0.8750806190925009,0.667403528696386
1.5526332302724841,0.9860815433064163,0.8407842624976175,0.6450692300990705,1.5526332302724841,0.9860815433064163,0.8407842624976175,0.6450692300990705
1.5066874263366545,1.190867562966738,0.8289674236407859,0.7025525226815535,1.5066874263366545,1.190867562966738,0.8289674236407859,0.7025525226815535
1.4578415891883028,1.1412458434155248,0.8150973655688628,0.6858995259570057,1.4578415891883028,1.1412458434155248,0.8150973655688628,0.6858995259570057
1.591356636087868,1.0943033787790646,0.8497317937474653,0.6681222550304087,1.591356636087868,1.0943033787790646,0.8497317937474653,0.6681222550304087
1.7034712996165366,1.0764089140759612,0.8640589094821377,0.6765795224520178,1.7034712996165366,1.0764089140759612,0.8640589094821377,0.6765795224520178
1.6902537448600807,1.0144892537353487,0.8588174838459753,0.6561577031758369,1.6902537448600807,1.0144892537353487,0.8588174838459753,0.6561577031758369
1.6772939463739662,0.9535802832707635,0.8532456542108093,0.6343976100381475,1.6772939463739662,0.9535802832707635,0.8532456542108093,0.6343976100381475
1.7169315504852545,1.164051066280524,0.868888814747823,0.6937359656189477,1.7169315504852545,1.164051066280524,0.868888814747823,0.6937359656189477
1.5542203303232716,1.1228897393054094,0.8418609669207192,0.6798180006212057,1.5542203303232716,1.1228897393054094,0.8418609669207192,0.6798180006212057
1.5041825236449,1.0734447078953757,0.8292822868979289,0.660407889416369,1.5041825236449,1.0734447078953757,0.8292822868979289,0.660407889416369
1.4561383443423492,1.112324330633154,0.8158221393249381,1.2457500889304285,1.4561383443423492,1.112324330633154,0.8158221393249381,1.2457500889304285
1.5918977616289933,1.0888630053297235,0.8500974351556234,1.2313014193809073,1.5918977616289933,1.0888630053297235,0.8500974351556234,1.2313014193809073
1.513714134562665,1.0660527512721438,0.8222826252559722,1.2167628563193078,1.513714134562665,1.0660527512721438,0.8222826252559722,1.2167628563193078
1.332100787588656,1.1587630110944902,0.7324767662237344,1.2721039850295532,1.332100787588656,1.1587630110944902,0.7324767662237344,1.2721039850295532
1.6168904083607056,0.9913797208730492,0.8555653173043515,1.0114524503223603,1.6168904083607056,0.9913797208730492,0.8555653173043515,1.0114524503223603
1.5358116749174915,0.9550659791020312,0.8376873097559717,0.9875026549081171,1.5358116749174915,0.9550659791020312,0.8376873097559717,0.9875026549081171
1.4933511242334772,0.8892225031605562,0.8270676593707416,0.9416900221935309,1.4933511242334772,0.8892225031605562,0.8270676593707416,0.9416900221935309
1.428268662595288,0.911718926311437,0.8094862862344714,0.9644454709969658,1.428268662595288,0.911718926311437,0.8094862862344714,0.9644454709969658
1.7339574809444773,0.8646666909106702,0.8754567569093971,0.9326873190726911,1.7339574809444773,0.8646666909106702,0.8754567569093971,0.9326873190726911
1.7339574809444773,0.7990556361182457,0.8754567569093971,0.8851692217261046,1.7339574809444773,0.7990556361182457,0.8754567569093971,0.8851692217261046
1.7333973698184302,0.911718926311437,0.8750806190925009,0.9644454709969658,1.7333973698184302,0.911718926311437,0.8750806190925009,0.9644454709969658
1.734524143077847,0.8663614080682204,0.8758364941312395,0.9338748702602423,1.734524143077847,0.8663614080682204,0.8758364941312395,0.9338748702602423
1.512738341386247,0.7990556361182457,0.8361351537499471,0.8851692217261046,1.512738341386247,0.7990556361182457,0.8361351537499471,0.8851692217261046
1.4516545068319724,0.917312216350335,0.8232593549384344,0.9679471618820344,1.4516545068319724,0.917312216350335,0.8232593549384344,0.9679471618820344
1.3695671481197798,0.8693851816802293,0.8025432645004277,0.9357460645355434,1.3695671481197798,0.8693851816802293,0.8025432645004277,0.9357460645355434
1.5190785440131478,0.8023075040019837,0.8374039397295211,0.8870809707702167,1.5190785440131478,0.8023075040019837,0.8374039397295211,0.8870809707702167
1.4593120381280729,0.9550994095268287,0.8249363920185133,0.9893540707308563,1.4593120381280729,0.9550994095268287,0.8249363920185133,0.9893540707308563
1.3798101124740467,0.9081389573373208,0.8055591305532991,0.95802142295963,1.3798101124740467,0.9081389573373208,0.8055591305532991,0.95802142295963
1.521766235535109,0.8248775264955276,0.8379436002945623,0.8321547858447172,1.521766235535109,0.8248775264955276,0.8379436002945623,0.8321547858447172
1.4593120381280729,1.0465451625213726,0.8249363920185133,1.0574586165513102,1.4593120381280729,1.0465451625213726,0.8249363920185133,1.0574586165513102
1.3814381339381339,1.0126364450961225,0.8055062598137952,1.0363287899700941,1.3814381339381339,1.0126364450961225,0.8055062598137952,1.0363287899700941
1.5278206635926805,0.9612515618445001,0.8388749997734238,1.0023674933540065,1.5278206635926805,0.9612515618445001,0.8388749997734238,1.0023674933540065
1.466744872971672,0.9607129370510074,0.8262933922871333,1.007050405345457,1.466744872971672,0.9607129370510074,0.8262933922871333,1.007050405345457
1.3871817406991953,0.9200787250384025,0.8066902462308302,0.9804447170426777,1.3871817406991953,0.9200787250384025,0.8066902462308302,0.9804447170426777
1.5769630941313124,0.8671067260283318,0.8466059724883254,0.9436615999374229,1.5769630941313124,0.8671067260283318,0.8466059724883254,0.9436615999374229
1.5238437982592077,0.9624685667424168,0.8358318103542044,1.0081017488675823,1.5238437982592077,0.9624685667424168,0.8358318103542044,1.0081017488675823
1.4593648123052423,0.9200787250384025,0.8200801278182918,0.9804447170426777,1.4593648123052423,0.9200787250384025,0.8200801278182918,0.9804447170426777
1.14013024013024,0.8671067260283318,0.6972589028716231,0.9436615999374229,1.14013024013024,0.8671067260283318,0.6972589028716231,0.9436615999374229
1.091978021978022,0.9662407493393408,0.6833467643833279,1.0103187975817285,1.091978021978022,0.9662407493393408,0.6833467643833279,1.0103187975817285
0.9139229880263623,0.9247793203156719,0.600970064685766,0.9833116091828963,0.9139229880263623,0.9247793203156719,0.600970064685766,0.9833116091828963
1.2001032009593653,0.8726255608357739,0.709642719120886,0.947308042448074,1.2001032009593653,0.8726255608357739,0.709642719120886,0.947308042448074
1.1582903207903208,1.0079204434540272,0.6964913923994542,1.0339239205239206,1.1582903207903208,1.0079204434540272,0.6964913923994542,1.0339239205239206
0.9919976443118713,0.9724001442329341,0.6191494506075197,1.0113885501625741,0.9919976443118713,0.9724001442329341,0.6191494506075197,1.0113885501625741
1.313484940984941,0.8947394102997449,0.7816424937399066,0.8915577655712726,1.313484940984941,0.8947394102997449,0.7816424937399066,0.8915577655712726
1.0987924385377708,0.8445851942844835,0.6844234424560259,0.8504399080740545,1.0987924385377708,0.8445851942844835,0.6844234424560259,0.8504399080740545
1.0084844626228326,0.7896110431116551,0.6540933519354791,0.8111399029960955,1.0084844626228326,0.7896110431116551,0.6540933519354791,0.8111399029960955
1.3738024013024013,0.7389187349170263,0.7940668174415547,0.7736788950293335,1.3738024013024013,0.7389187349170263,0.7940668174415547,0.7736788950293335
1.1662829645414785,0.8806885653653489,0.6977940567318034,0.8818387854950629,1.1662829645414785,0.8806885653653489,0.6977940567318034,0.8818387854950629
1.083972322440788,0.8407118022558925,0.6707983305055395,0.8546255755577863,1.083972322440788,0.8407118022558925,0.6707983305055395,0.8546255755577863
1.0450998634934805,0.7924644561729942,0.6727598916081398,0.8204734855224607,1.0450998634934805,0.7924644561729942,0.6727598916081398,0.8204734855224607
0.983932025463143,0.876727877385772,0.6517898415981628,0.9385314231435998,0.983932025463143,0.876727877385772,0.6517898415981628,0.9385314231435998
0.9288279937117147,0.8264423194146696,0.6315249702734675,0.9021869796869796,0.9288279937117147,0.8264423194146696,0.6315249702734675,0.9021869796869796
1.209134649742007,0.7701278999909209,0.7553603711512015,0.861336259650185,1.209134649742007,0.7701278999909209,0.7553603711512015,0.861336259650185
1.1484705210510515,0.9196155452734399,0.7344697769085546,0.9741441994290737,1.1484705210510515,0.9196155452734399,0.7344697769085546,0.9741441994290737
1.0944965821499564,0.8719851122058019,0.7145493180970318,0.942353553525005,1.0944965821499564,0.8719851122058019,0.7145493180970318,0.942353553525005
0.9958530544552491,0.8265801918134367,0.6568905751292625,0.9105751254651491,0.9958530544552491,0.8265801918134367,0.6568905751292625,0.9105751254651491
0.9524355267594972,0.8493391086388623,0.6413025164672049,0.9189482588862309,0.9524355267594972,0.8493391086388623,0.6413025164672049,0.9189482588862309
0.8929985063313715,0.7958187865712137,0.6179354426936273,0.8805134277630983,0.8929985063313715,0.7958187865712137,0.6179354426936273,0.8805134277630983
1.1724156979715612,0.743835213348805,0.6551175229891252,0.8413688366549033,1.1724156979715612,0.743835213348805,0.6551175229891252,0.8413688366549033
1.0923581887535374,0.893295799145617,0.6190735216311501,0.9570548724543649,1.0923581887535374,0.893295799145617,0.6190735216311501,0.9570548724543649
1.0199804186399792,0.8546970472776926,0.5864791887534806,0.9306506844442167,1.0199804186399792,0.8546970472776926,0.5864791887534806,0.9306506844442167
1.1686702868281815,0.8063387560948536,0.6530544254296672,0.8965196884516388,1.1686702868281815,0.8063387560948536,0.6530544254296672,0.8965196884516388
1.1230927546927547,1.5084619811452262,0.6412295202708737,1.1731369303952108,1.1230927546927547,1.5084619811452262,0.6412295202708737,1.1731369303952108
1.0409673290952715,1.4790531140120196,0.602604958137101,1.1612702016828702,1.0409673290952715,1.4790531140120196,0.602604958137101,1.1612702016828702
1.3086665363350756,1.4507842053158548,0.7391083930538208,1.149168664945073,1.3086665363350756,1.4507842053158548,0.7391083930538208,1.149168664945073
1.2608169629001507,1.5633346373118027,0.7269418821498044,1.1943396758757674,1.2608169629001507,1.5633346373118027,0.7269418821498044,1.1943396758757674
1.128618017720635,1.2482722770309844,0.6621469793541105,0.9484602760762747,1.128618017720635,1.2482722770309844,0.6621469793541105,0.9484602760762747
1.1638093129165858,1.2051214285624263,0.7373276384345088,0.9285399145776504,1.1638093129165858,1.2051214285624263,0.7373276384345088,0.9285399145776504
1.0957140308363134,1.1267068273952618,0.7125398769116583,0.889679342205548,1.0957140308363134,1.1267068273952618,0.7125398769116583,0.889679342205548
1.032053352101251,1.1466058088786968,0.6864624806351022,0.9103744351967845,1.032053352101251,1.1466058088786968,0.6864624806351022,0.9103744351967845
1.1479774578388755,1.091448847265679,0.7319299131852764,0.8837181795089508,1.1479774578388755,1.091448847265679,0.7319299131852764,0.8837181795089508
1.0806953135741606,1.0154327195859454,0.7066648383491327,0.842948993356036,1.0806953135741606,1.0154327195859454,0.7066648383491327,0.842948993356036
1.0241008678151569,1.1466058088786968,0.6834610051665818,0.9103744351967845,1.0241008678151569,1.1466058088786968,0.6834610051665818,0.9103744351967845
0.9730787158879135,1.0935285948273543,0.643524558046428,0.8847507959453559,0.9730787158879135,1.0935285948273543,0.643524558046428,0.8847507959453559
0.8235101130524397,1.0154327195859454,0.5684783621524718,0.842948993356036,0.8235101130524397,1.0154327195859454,0.5684783621524718,0.842948993356036
0.7659791233751463,1.1535585092172054,0.5438707887664858,0.9132707986050136,0.7659791233751463,1.1535585092172054,0.5438707887664858,0.9132707986050136
1.094965303672492,1.097206093080324,0.7120022425030562,0.8862786493294967,1.094965303672492,1.097206093080324,0.7120022425030562,0.8862786493294967
1.032053352101251,1.019351873421482,0.6864624806351022,0.8446321256030785,1.032053352101251,1.019351873421482,0.6864624806351022,0.8446321256030785
1.1263461283536085,1.2015278489244088,1.2530874962396699,0.9308654869338874,1.1263461283536085,1.2015278489244088,1.2530874962396699,0.9308654869338874
1.085651688931897,1.147020022034147,1.2272985662751976,0.9047585875091282,1.085651688931897,1.147020022034147,1.2272985662751976,0.9047585875091282
1.0441884010780698,0.9927564793504614,1.1998999245243802,0.7852045753073845,1.0441884010780698,0.9927564793504614,1.1998999245243802,0.7852045753073845
1.159963820774482,1.3265674355140875,1.273234655282178,0.9890555138088034,1.159963820774482,1.3265674355140875,1.273234655282178,0.9890555138088034
1.2827300169023639,1.2860141345783784,1.3390997229202135,0.9718431199555356,1.2827300169023639,1.2860141345783784,1.3390997229202135,0.9718431199555356
1.2818351142677706,1.2250512597009036,1.3381043414900493,0.9437361315756162,1.2818351142677706,1.2250512597009036,1.3381043414900493,0.9437361315756162
1.2805268302131367,1.216313724232979,1.336651191059917,0.9482773240882417,1.2805268302131367,1.216313724232979,1.336651191059917,0.9482773240882417
1.2822802471844594,1.168931380431404,1.3385993125837377,0.9262203253831611,1.2822802471844594,1.168931380431404,1.3385993125837377,0.9262203253831611
1.1260564221633096,1.1079981792495894,1.2508574141907476,0.8952842766552443,1.1260564221633096,1.1079981792495894,1.2508574141907476,0.8952842766552443
1.0856295114580161,1.2184833799740633,1.2248828656419048,0.9491259091079951,1.0856295114580161,1.2184833799740633,1.2248828656419048,0.9491259091079951
1.0431129221471254,1.168931380431404,1.1960715631254712,0.9262203253831611,1.0431129221471254,1.168931380431404,1.1960715631254712,0.9262203253831611
1.159539060189293,1.1079981792495894,1.271522627882967,0.8952842766552443,1.159539060189293,1.1079981792495894,1.271522627882967,0.8952842766552443
1.2474154744187038,1.2232681965393277,1.3183048494834755,0.9510101268412439,1.2474154744187038,1.2232681965393277,1.3183048494834755,0.9510101268412439
1.2323619091329403,1.1747432101415127,1.309035222203539,0.9286487138397467,1.2323619091329403,1.1747432101415127,1.309035222203539,0.9286487138397467
1.2180020607351876,1.1146587219302915,1.2996335128018297,0.8983533424048554,1.2180020607351876,1.1146587219302915,1.2996335128018297,0.8983533424048554
1.2632651476213181,1.2764797543368165,1.3273634948081274,0.970355116689135,1.2632651476213181,1.2764797543368165,1.3273634948081274,0.970355116689135
1.1273383419664065,1.2345475766752534,1.2522797274410176,0.9519279602757912,1.1273383419664065,1.2345475766752534,1.2522797274410176,0.9519279602757912
1.083523894696213,1.0880552760207014,1.2242715106614077,0.8382252322092537,1.083523894696213,1.0880552760207014,1.2242715106614077,0.8382252322092537
1.041467000408832,1.011002117118115,1.1959836093857832,0.8011505228351908,1.041467000408832,1.011002117118115,1.1959836093857832,0.8011505228351908
1.1599751320539362,0.947427923131473,1.2720069832060321,0.7676458295655054,1.1599751320539362,0.947427923131473,1.2720069832060321,0.7676458295655054
1.0878072440336928,0.8891856519981519,1.2238040153914354,0.7354366532937963,1.0878072440336928,0.8891856519981519,1.2238040153914354,0.7354366532937963
1.0208791046105212,1.0608699857151733,1.0423219735338423,0.829329323923353,1.0208791046105212,1.0608699857151733,1.0423219735338423,0.829329323923353
1.181751870888587,1.0147238458149836,1.285001001588566,0.8066327561195071,1.181751870888587,1.0147238458149836,1.285001001588566,0.8066327561195071
1.1029151286113474,0.9601312577382567,1.241793880837359,0.7777125345776389,1.1029151286113474,0.9601312577382567,1.241793880837359,0.7777125345776389
