,"('Chiken Snacks', 'Sweets/Snacks', 'Cold Drinks')","('Chiken Snacks', 'Sweets/Snacks', 'Hot Drinks')","('Snacks', 'Sweets/Desserts', 'Hot Drinks')","('Snacks', 'Sweets/Snacks', 'Cold Drinks')","('Snacks', 'Sweets/Snacks', 'Hot Drinks')"
32,1.065730596792114,0.8997438933183202,1.650115930626494,1.065730596792114,0.8997438933183202
33,1.1184976210455002,0.7895153870646249,1.3915655147910233,1.1184976210455002,0.7895153870646249
34,1.0995130669965654,0.7663041315296953,1.2332495120528886,1.0995130669965654,0.7663041315296953
35,1.070094575097105,0.7371217849695547,1.1455548019200406,1.070094575097105,0.7371217849695547
36,1.1193794811209088,0.7087874163948159,1.067469008854124,1.1193794811209088,0.7087874163948159
37,1.0995130669965654,0.7871549349038252,1.3249901191514093,1.0995130669965654,0.7871549349038252
38,1.0702445438665449,0.7669970803568984,1.2626119332285155,1.0702445438665449,0.7669970803568984
39,1.1210204532263357,0.7410412010718047,1.1898984135686992,1.1210204532263357,0.7410412010718047
40,1.1017992268746577,0.8525722552890569,1.4150900164593556,1.1017992268746577,0.8525722552890569
41,1.0721828848459487,0.8258030434420781,1.3317841107679251,1.0721828848459487,0.8258030434420781
42,1.1345290582354035,0.7948469699742756,1.2463092459384746,1.1345290582354035,0.7948469699742756
43,1.118303044423734,0.8767085943020446,1.5155683237558446,1.118303044423734,0.8767085943020446
44,1.09478592015441,0.8530899973520455,1.4425037795086626,1.09478592015441,0.8530899973520455
45,0.867661816464628,0.8286827641420862,1.3767572295798103,0.867661816464628,0.8286827641420862
46,0.8475760585856801,0.8384392017760033,1.3681357253857254,0.8475760585856801,0.8384392017760033
47,0.7188678817800792,0.8097709340880881,1.283904575220228,0.7188678817800792,0.8097709340880881
48,0.8860778511641006,0.7799776682768936,1.2041706574092228,0.8860778511641006,0.7799776682768936
49,0.8670752460547662,0.8640392307068195,1.4759405480370047,0.8670752460547662,0.8640392307068195
50,0.745205040907356,0.8444475441451674,1.415858280897426,0.745205040907356,0.8444475441451674
51,1.0362955254311597,0.8179776896980532,1.3476931545749216,1.0362955254311597,0.8179776896980532
52,0.8496313403208245,0.8394309225373203,1.542072142913148,0.8496313403208245,0.8394309225373203
53,0.8070818028772574,0.8332746624290741,1.5155050498935028,0.8070818028772574,0.8332746624290741
54,1.0547858619387804,0.8268629690228391,1.4893330051357492,1.0547858619387804,0.8268629690228391
55,0.8694617207834948,0.8508280381064143,1.5900295081327291,0.8694617207834948,0.8508280381064143
56,0.8314594688241486,0.7193044506742062,1.2437429785906975,0.8314594688241486,0.7193044506742062
57,0.8316941439332332,0.7073869528605409,1.2019279631044335,0.8316941439332332,0.7073869528605409
58,0.8023868971404182,0.6841057146814303,1.1221396465524245,0.8023868971404182,0.6841057146814303
59,0.7745269743757043,0.7000101300055401,1.1548571374673846,0.7745269743757043,0.7000101300055401
60,0.9973810476060438,0.6841125299699891,1.1017513722333,0.9973810476060438,0.6841125299699891
61,0.9681945889454396,0.6590468233829756,1.0232962671478725,0.9681945889454396,0.6590468233829756
62,0.9408236319121271,0.7000101300055401,1.1548571374673846,0.9408236319121271,0.7000101300055401
63,0.8093431852927816,0.6846754181687467,1.1038818453452601,0.8093431852927816,0.6846754181687467
64,0.7878320656966489,0.6590468233829756,1.0232962671478725,0.7878320656966489,0.6590468233829756
65,0.7561283650644502,0.7015363099573659,1.161148215630081,0.7561283650644502,0.7015363099573659
66,0.7941693924555325,0.685507039534107,1.1070107936915996,0.7941693924555325,0.685507039534107
67,0.7424826097994414,0.6597457259847542,1.0268200240196683,0.7424826097994414,0.6597457259847542
68,0.6971545200905748,0.7095014941733747,1.2027777777777775,0.6971545200905748,0.7095014941733747
69,0.7912600545768861,0.6933907532125855,1.1506953347578348,0.7912600545768861,0.6933907532125855
70,0.7735258093641018,0.6215567744021734,0.993955508556316,0.7735258093641018,0.6215567744021734
71,0.7186306522583696,0.7384179112884088,1.363260178330668,0.7186306522583696,0.7384179112884088
72,0.9285013483783976,0.7280490163937204,1.326868229449121,0.9285013483783976,0.7280490163937204
73,0.9101162019666404,0.7107268235326102,1.2678248333371491,0.9101162019666404,0.7107268235326102
74,0.8051664909756973,0.7180131352234889,1.2658424843367295,0.8051664909756973,0.7180131352234889
75,0.9719013383808448,0.7046548842487188,1.222565596301141,0.9719013383808448,0.7046548842487188
76,0.9378866196867937,0.6851534766352273,1.162496592737169,0.9378866196867937,0.6851534766352273
77,0.903136147673912,0.7184622306322618,1.2676640488919388,0.903136147673912,0.7184622306322618
78,0.9643085012479632,0.7046548842487188,1.222565596301141,0.9643085012479632,0.7046548842487188
79,0.9299493853259734,0.6851534766352273,1.162496592737169,0.9299493853259734,0.6851534766352273
80,0.8991090589795553,0.7192774204177118,1.2721605794532105,0.8991090589795553,0.7192774204177118
81,0.7916526555135427,0.7058103986063053,1.227898189383157,0.7916526555135427,0.7058103986063053
82,0.6743511729969919,0.6868576140812882,1.1686158511076241,0.6743511729969919,0.6868576140812882
83,0.6418916341833191,0.7280201936674091,1.3187953386482798,0.6418916341833191,0.7280201936674091
84,0.9372726104520946,0.7167918054507947,1.2812408788230265,0.9372726104520946,0.7167918054507947
85,0.903136147673912,0.6477840888895858,1.1362381755906912,0.903136147673912,0.6477840888895858
86,0.8431882377756034,0.6347127047554244,1.018069074326864,0.8431882377756034,0.6347127047554244
87,0.8318259899653642,0.6140341145115107,0.9537615412837664,0.8318259899653642,0.6140341145115107
88,0.8191411261860303,0.593519487494918,0.8949443300680068,0.8191411261860303,0.593519487494918
89,0.8514700721669914,0.6485808348641016,1.0921736901125818,0.8514700721669914,0.6485808348641016
90,0.8754567569093971,0.6342985415319274,1.049613451415771,0.8754567569093971,0.6342985415319274
91,0.8747080297455755,0.6155550652837595,0.9968205647563444,0.8747080297455755,0.6155550652837595
92,0.8736110573892789,0.6863813869418625,1.1105628825604317,0.8736110573892789,0.6863813869418625
93,0.8750806190925009,0.667403528696386,1.0499802770535387,0.8750806190925009,0.667403528696386
94,0.8407842624976175,0.6450692300990705,0.9860815433064164,0.8407842624976175,0.6450692300990705
95,0.8289674236407859,0.7025525226815535,1.190867562966738,0.8289674236407859,0.7025525226815535
96,0.8150973655688628,0.6858995259570057,1.1412458434155248,0.8150973655688628,0.6858995259570057
97,0.8497317937474653,0.6681222550304087,1.0943033787790646,0.8497317937474653,0.6681222550304087
98,0.8640589094821377,0.6765795224520178,1.0764089140759612,0.8640589094821377,0.6765795224520178
99,0.8588174838459753,0.6561577031758369,1.0144892537353487,0.8588174838459753,0.6561577031758369
100,0.8532456542108093,0.6343976100381475,0.9535802832707636,0.8532456542108093,0.6343976100381475
101,0.868888814747823,0.6937359656189477,1.1640510662805241,0.868888814747823,0.6937359656189477
102,0.8418609669207192,0.6798180006212057,1.1228897393054094,0.8418609669207192,0.6798180006212057
103,0.8292822868979289,0.6604078894163691,1.0734447078953755,0.8292822868979289,0.6604078894163691
104,0.8158221393249381,1.2457500889304285,1.112324330633154,0.8158221393249381,1.2457500889304285
105,0.8500974351556234,1.231301419380907,1.0888630053297237,0.8500974351556234,1.231301419380907
106,0.8222826252559722,1.2167628563193078,1.0660527512721438,0.8222826252559722,1.2167628563193078
107,0.7324767662237344,1.2721039850295532,1.1587630110944902,0.7324767662237344,1.2721039850295532
108,0.8555653173043515,1.0114524503223603,0.9913797208730492,0.8555653173043515,1.0114524503223603
109,0.8376873097559717,0.9875026549081172,0.9550659791020312,0.8376873097559717,0.9875026549081172
110,0.8270676593707416,0.9416900221935308,0.8892225031605562,0.8270676593707416,0.9416900221935308
111,0.8094862862344714,0.9644454709969658,0.911718926311437,0.8094862862344714,0.9644454709969658
112,0.8754567569093971,0.9326873190726912,0.8646666909106702,0.8754567569093971,0.9326873190726912
113,0.8754567569093971,0.8851692217261046,0.7990556361182457,0.8754567569093971,0.8851692217261046
114,0.8750806190925009,0.9644454709969658,0.911718926311437,0.8750806190925009,0.9644454709969658
115,0.8758364941312395,0.9338748702602424,0.8663614080682204,0.8758364941312395,0.9338748702602424
116,0.8361351537499471,0.8851692217261046,0.7990556361182457,0.8361351537499471,0.8851692217261046
117,0.8232593549384344,0.9679471618820344,0.917312216350335,0.8232593549384344,0.9679471618820344
118,0.8025432645004277,0.9357460645355434,0.8693851816802293,0.8025432645004277,0.9357460645355434
119,0.8374039397295211,0.8870809707702167,0.8023075040019837,0.8374039397295211,0.8870809707702167
120,0.8249363920185133,0.9893540707308563,0.9550994095268288,0.8249363920185133,0.9893540707308563
121,0.8055591305532991,0.95802142295963,0.9081389573373208,0.8055591305532991,0.95802142295963
122,0.8379436002945623,0.8321547858447172,0.8248775264955276,0.8379436002945623,0.8321547858447172
123,0.8249363920185133,1.0574586165513102,1.0465451625213726,0.8249363920185133,1.0574586165513102
124,0.8055062598137952,1.036328789970094,1.0126364450961225,0.8055062598137952,1.036328789970094
125,0.8388749997734238,1.0023674933540063,0.9612515618445,0.8388749997734238,1.0023674933540063
126,0.8262933922871333,1.007050405345457,0.9607129370510074,0.8262933922871333,1.007050405345457
127,0.8066902462308302,0.9804447170426775,0.9200787250384024,0.8066902462308302,0.9804447170426775
128,0.8466059724883254,0.9436615999374228,0.8671067260283318,0.8466059724883254,0.9436615999374228
129,0.8358318103542044,1.0081017488675823,0.9624685667424168,0.8358318103542044,1.0081017488675823
130,0.8200801278182918,0.9804447170426775,0.9200787250384024,0.8200801278182918,0.9804447170426775
131,0.6972589028716231,0.9436615999374228,0.8671067260283318,0.6972589028716231,0.9436615999374228
132,0.6833467643833279,1.0103187975817285,0.9662407493393408,0.6833467643833279,1.0103187975817285
133,0.6009700646857661,0.9833116091828964,0.924779320315672,0.6009700646857661,0.9833116091828964
134,0.7096427191208861,0.9473080424480741,0.8726255608357739,0.7096427191208861,0.9473080424480741
135,0.6964913923994542,1.0339239205239206,1.0079204434540272,0.6964913923994542,1.0339239205239206
136,0.6191494506075197,1.011388550162574,0.972400144232934,0.6191494506075197,1.011388550162574
137,0.7816424937399066,0.8915577655712726,0.8947394102997449,0.7816424937399066,0.8915577655712726
138,0.6844234424560259,0.8504399080740545,0.8445851942844835,0.6844234424560259,0.8504399080740545
139,0.6540933519354791,0.8111399029960955,0.7896110431116551,0.6540933519354791,0.8111399029960955
140,0.7940668174415547,0.7736788950293335,0.7389187349170263,0.7940668174415547,0.7736788950293335
141,0.6977940567318034,0.8818387854950629,0.8806885653653489,0.6977940567318034,0.8818387854950629
142,0.6707983305055395,0.8546255755577863,0.8407118022558925,0.6707983305055395,0.8546255755577863
143,0.6727598916081398,0.8204734855224607,0.7924644561729942,0.6727598916081398,0.8204734855224607
144,0.6517898415981628,0.9385314231435998,0.8767278773857721,0.6517898415981628,0.9385314231435998
145,0.6315249702734675,0.9021869796869796,0.8264423194146696,0.6315249702734675,0.9021869796869796
146,0.7553603711512015,0.8613362596501851,0.7701278999909209,0.7553603711512015,0.8613362596501851
147,0.7344697769085546,0.9741441994290736,0.91961554527344,0.7344697769085546,0.9741441994290736
148,0.7145493180970318,0.9423535535250049,0.8719851122058019,0.7145493180970318,0.9423535535250049
149,0.6568905751292625,0.9105751254651492,0.8265801918134367,0.6568905751292625,0.9105751254651492
150,0.6413025164672049,0.9189482588862308,0.8493391086388623,0.6413025164672049,0.9189482588862308
151,0.6179354426936273,0.8805134277630983,0.7958187865712137,0.6179354426936273,0.8805134277630983
152,0.6551175229891252,0.8413688366549033,0.743835213348805,0.6551175229891252,0.8413688366549033
153,0.6190735216311501,0.9570548724543648,0.8932957991456171,0.6190735216311501,0.9570548724543648
154,0.5864791887534806,0.9306506844442168,0.8546970472776926,0.5864791887534806,0.9306506844442168
155,0.6530544254296672,0.8965196884516388,0.8063387560948536,0.6530544254296672,0.8965196884516388
156,0.6412295202708737,1.1731369303952108,1.5084619811452262,0.6412295202708737,1.1731369303952108
157,0.6026049581371011,1.1612702016828702,1.4790531140120196,0.6026049581371011,1.1612702016828702
158,0.7391083930538208,1.149168664945073,1.4507842053158548,0.7391083930538208,1.149168664945073
159,0.7269418821498044,1.1943396758757674,1.5633346373118029,0.7269418821498044,1.1943396758757674
160,0.6621469793541105,0.9484602760762748,1.2482722770309844,0.6621469793541105,0.9484602760762748
161,0.7373276384345088,0.9285399145776504,1.2051214285624263,0.7373276384345088,0.9285399145776504
162,0.7125398769116583,0.889679342205548,1.1267068273952618,0.7125398769116583,0.889679342205548
163,0.6864624806351022,0.9103744351967844,1.1466058088786968,0.6864624806351022,0.9103744351967844
164,0.7319299131852764,0.8837181795089508,1.0914488472656791,0.7319299131852764,0.8837181795089508
165,0.7066648383491327,0.8429489933560359,1.0154327195859454,0.7066648383491327,0.8429489933560359
166,0.6834610051665818,0.9103744351967844,1.1466058088786968,0.6834610051665818,0.9103744351967844
167,0.6435245580464279,0.8847507959453559,1.0935285948273543,0.6435245580464279,0.8847507959453559
168,0.5684783621524718,0.8429489933560359,1.0154327195859454,0.5684783621524718,0.8429489933560359
169,0.5438707887664858,0.9132707986050136,1.1535585092172054,0.5438707887664858,0.9132707986050136
170,0.7120022425030562,0.8862786493294967,1.097206093080324,0.7120022425030562,0.8862786493294967
171,0.6864624806351022,0.8446321256030785,1.019351873421482,0.6864624806351022,0.8446321256030785
172,1.25308749623967,0.9308654869338874,1.2015278489244088,1.25308749623967,0.9308654869338874
173,1.2272985662751976,0.9047585875091282,1.1470200220341469,1.2272985662751976,0.9047585875091282
174,1.1998999245243802,0.7852045753073845,0.9927564793504614,1.1998999245243802,0.7852045753073845
175,1.2732346552821778,0.9890555138088034,1.3265674355140875,1.2732346552821778,0.9890555138088034
176,1.3390997229202135,0.9718431199555356,1.2860141345783784,1.3390997229202135,0.9718431199555356
177,1.3381043414900493,0.9437361315756162,1.2250512597009036,1.3381043414900493,0.9437361315756162
178,1.336651191059917,0.9482773240882416,1.216313724232979,1.336651191059917,0.9482773240882416
179,1.3385993125837377,0.9262203253831612,1.168931380431404,1.3385993125837377,0.9262203253831612
180,1.2508574141907476,0.8952842766552443,1.1079981792495894,1.2508574141907476,0.8952842766552443
181,1.2248828656419048,0.9491259091079952,1.2184833799740633,1.2248828656419048,0.9491259091079952
182,1.1960715631254712,0.9262203253831612,1.168931380431404,1.1960715631254712,0.9262203253831612
183,1.271522627882967,0.8952842766552443,1.1079981792495894,1.271522627882967,0.8952842766552443
184,1.3183048494834757,0.951010126841244,1.2232681965393275,1.3183048494834757,0.951010126841244
185,1.309035222203539,0.9286487138397468,1.1747432101415127,1.309035222203539,0.9286487138397468
186,1.2996335128018297,0.8983533424048554,1.1146587219302917,1.2996335128018297,0.8983533424048554
187,1.3273634948081274,0.970355116689135,1.2764797543368165,1.3273634948081274,0.970355116689135
188,1.2522797274410176,0.9519279602757912,1.2345475766752534,1.2522797274410176,0.9519279602757912
189,1.2242715106614075,0.8382252322092537,1.0880552760207014,1.2242715106614075,0.8382252322092537
190,1.1959836093857832,0.8011505228351908,1.011002117118115,1.1959836093857832,0.8011505228351908
191,1.272006983206032,0.7676458295655054,0.9474279231314731,1.272006983206032,0.7676458295655054
192,1.2238040153914354,0.7354366532937963,0.8891856519981519,1.2238040153914354,0.7354366532937963
193,1.0423219735338425,0.8293293239233529,1.060869985715173,1.0423219735338425,0.8293293239233529
194,1.2850010015885658,0.8066327561195071,1.0147238458149836,1.2850010015885658,0.8066327561195071
195,1.2417938808373592,0.7777125345776389,0.9601312577382568,1.2417938808373592,0.7777125345776389
196,1.2177810320267215,0.8885779373844224,1.104614489924278,1.2177810320267215,0.8885779373844224
197,1.1797612760962293,0.8576651716204222,1.0454286908152512,1.1797612760962293,0.8576651716204222
198,1.3390997229202135,0.8225908741408555,0.98133749672761,1.3390997229202135,0.8225908741408555
199,1.3390997229202135,0.9202935159064208,1.161490364065927,1.3390997229202135,0.9202935159064208
200,1.3385993125837377,0.8937846116599513,1.107174163571052,1.3385993125837377,0.8937846116599513
201,1.339605662652673,0.8670271168743137,1.0563364649473883,1.339605662652673,0.8670271168743137
202,1.2400549937165108,0.8717655946893658,1.0720438046019445,1.2400549937165108,0.8717655946893658
203,1.2105617429630589,0.8388906944081526,1.0102909825321442,1.2105617429630589,0.8388906944081526
204,1.1654818664818662,0.8050604299734072,0.950516080765716,1.1654818664818662,0.8050604299734072
205,1.2432055923529477,0.9059975251914008,1.1318792667849271,1.2432055923529477,0.9059975251914008
206,1.2146050351971405,0.8839143847719496,1.0873146045678097,1.2146050351971405,0.8839143847719496
207,1.1716720147813071,0.8550181971199972,1.0336824917403262,1.1716720147813071,0.8550181971199972
208,1.2446083645773909,1.0843357714677715,1.5250662713520686,1.2446083645773909,1.0843357714677715
209,1.2146050351971405,1.0756594460226243,1.4957465805852548,1.2146050351971405,1.0756594460226243
210,1.1721664781297132,1.0667094420506122,1.4674333619370312,1.1721664781297132,1.0667094420506122
211,1.2473704828777978,1.1001788490413105,1.5798411996244401,1.2473704828777978,1.1001788490413105
212,1.2182995601340312,0.8704191654643442,1.2540625780237429,1.2182995601340312,0.8704191654643442
213,1.1751967810197783,0.8549083895884385,1.210404479415334,1.1751967810197783,0.8549083895884385
214,1.2701373676403325,0.8243901822849488,1.1302569894539718,1.2701373676403325,0.8243901822849488
215,1.24571069941148,0.8429237679725778,1.1533218851777869,1.24571069941148,0.8429237679725778
216,1.211679007062721,0.8221343376739115,1.0977030601316222,1.211679007062721,0.8221343376739115
217,0.958281299363361,0.7896532505149875,1.0199064811118923,0.958281299363361,0.7896532505149875
218,0.9302948695970508,0.8429237679725778,1.1533218851777869,0.9302948695970508,0.8429237679725778
219,0.7865065272857034,0.8229125686743409,1.0998335332435822,0.7865065272857034,0.8229125686743409
220,0.9853319486134152,0.7896532505149875,1.0199064811118923,0.9853319486134152,0.7896532505149875
221,0.9592844494281456,0.8450594273463752,1.1602497914789975,0.9592844494281456,0.8450594273463752
222,0.8240782726247842,0.8240546352451572,1.1034432391511533,0.8240782726247842,0.8240546352451572
223,1.1282775557162972,0.7908891768087171,1.0238735394902376,1.1282775557162972,0.7908891768087171
224,0.9337710604876421,0.8575951265203091,1.2080045763200349,0.9337710604876421,0.8575951265203091
225,0.8767586251687556,0.8369877777427644,1.1530947491787151,0.8767586251687556,0.8369877777427644
226,1.1554610632656583,0.7252187681599446,0.9971441829926784,1.1554610632656583,0.7252187681599446
227,0.9632573703134452,0.8996666038914881,1.3431163909254027,0.9632573703134452,0.8996666038914881
228,0.9120871026108682,0.8863508092113142,1.3027506991216666,0.9120871026108682,0.8863508092113142
229,0.9063355009401862,0.8642940330813463,1.2412479372354133,0.9063355009401862,0.8642940330813463
230,0.8673032436937432,0.8704085244942579,1.2335391471377684,0.8673032436937432,0.8704085244942579
231,0.8308075909662499,0.8531989422455512,1.1863175188175188,0.8308075909662499,0.8531989422455512
232,1.071708621437016,0.8285565019436921,1.1247467130497628,1.071708621437016,0.8285565019436921
233,1.0328562154564511,0.8710336729855861,1.235665409764031,1.0328562154564511,0.8710336729855861
234,0.9970287314798302,0.8531989422455512,1.1863175188175188,0.9970287314798302,0.8531989422455512
235,0.8761456610581391,0.8285565019436921,1.1247467130497628,0.8761456610581391,0.8285565019436921
236,0.8477011736298293,0.8723746506190805,1.2405307679457145,0.8477011736298293,0.8723746506190805
237,0.8069485147581887,0.854973682371999,1.192169343084749,0.8069485147581887,0.854973682371999
238,0.9075374956867068,0.8308802183721596,1.1313907895431947,0.9075374956867068,0.8308802183721596
239,0.8480630734468035,0.8860961334945671,1.2936138559293149,0.8480630734468035,0.8860961334945671
240,0.7943507277842059,0.8717611618940477,1.251960181533446,0.7943507277842059,0.8717611618940477
241,0.9042322973991284,0.7644628447059385,1.1049046288899358,0.9042322973991284,0.7644628447059385
242,0.8789150794219086,0.7396061176524199,1.0167236562416757,0.8789150794219086,0.7396061176524199
243,0.8156133321363735,0.7129580801276204,0.9519880772821948,0.8156133321363735,0.7129580801276204
244,1.0423653662288628,0.6870505129465457,0.8928708204628504,1.0423653662288628,0.6870505129465457
245,1.0159910306950708,0.7604045796368091,1.0730144372220514,1.0159910306950708,0.7604045796368091
246,0.9025966755636516,0.7424795218522867,1.0270939895658076,0.9025966755636516,0.7424795218522867
247,1.0384406129078714,0.7191315971513459,0.9722106782106782,1.0384406129078714,0.7191315971513459
248,0.9939414317985744,0.8258835208263299,1.110424632988477,0.9939414317985744,0.8258835208263299
249,0.9498359592053406,0.8015124058775949,1.050105193901855,0.9498359592053406,0.8015124058775949
250,1.0283947580279222,0.773201069872384,0.985110436408183,1.0283947580279222,0.773201069872384
251,0.983770804522938,0.8496452414617058,1.17375491692888,0.983770804522938,0.8496452414617058
252,0.94460202742995,0.828587332088795,1.1196600693417464,0.94460202742995,0.828587332088795
253,0.8548112184900657,0.8068506026887379,1.0691023300962743,0.8548112184900657,0.8068506026887379
254,0.7274645611814696,0.8127543315509309,1.0769025053781724,0.7274645611814696,0.8127543315509309
255,0.6866746731142458,0.786523142567891,1.0141664986359102,0.6866746731142458,0.786523142567891
256,0.993258931116074,0.7592000023519733,0.9534256010506682,0.993258931116074,0.7592000023519733
257,0.9498359592053406,0.8382417993285459,1.144184114991715,0.9498359592053406,0.8382417993285459
258,1.1788870884094942,0.8207757579086755,1.0998294179143977,1.1788870884094942,0.8207757579086755
259,1.157596412679016,0.797099383276754,1.0465052632723535,1.157596412679016,0.797099383276754
260,1.134503395237295,1.3024651971707273,2.202848089758785,1.134503395237295,1.3024651971707273
261,1.195290537249422,1.285233487015229,2.1618490744497847,1.195290537249422,1.285233487015229
262,1.2472545774540345,1.267994576593179,2.1231603922305577,1.2472545774540345,1.267994576593179
263,1.2465334513435002,1.3331946534478178,2.2768672288451834,1.2465334513435002,1.3331946534478178
264,1.2454764582773747,1.0600966838348242,1.580561681948199,1.2454764582773747,1.0600966838348242
265,1.246892337361301,1.0327775681708264,1.5221926505255787,1.246892337361301,1.0327775681708264
266,1.1774379317577848,0.9803054584905272,1.416654343359432,1.1774379317577848,0.9803054584905272
267,1.156190872716608,1.0035869139349614,1.4344900435667531,1.156190872716608,1.0035869139349614
268,1.1321739075135813,0.9674628180510532,1.36291521271449,1.1321739075135813,0.9674628180510532
269,1.1941349261989955,0.9137321417527366,1.2655494231378903,1.1941349261989955,0.9137321417527366
270,1.231168720750156,1.0035869139349614,1.4344900435667531,1.231168720750156,1.0035869139349614
271,1.2239043456684175,0.9688703117415991,1.3657124155116929,1.2239043456684175,0.9688703117415991
272,1.2165097096530921,0.9137321417527366,1.2655494231378903,1.2165097096530921,0.9137321417527366
273,1.2382514513948335,1.007740702213452,1.4440342782935465,1.2382514513948335,1.007740702213452
274,1.1784757498490297,0.971049400768514,1.3705805931250137,1.1784757498490297,0.971049400768514
275,1.1554796269047432,0.916141496512186,1.2707195473740378,1.1554796269047432,0.916141496512186
276,1.1318029623670205,1.0342025755763091,1.5124216791979952,1.1318029623670205,1.0342025755763091
277,1.1944872423252093,0.998981887937371,1.4414674291446727,1.1944872423252093,0.998981887937371
278,1.1546542481815345,0.8670004789152521,1.1801516779112406,1.1546542481815345,0.8670004789152521
279,0.9772328811231604,1.1193434150725816,1.715263218696383,0.9772328811231604,1.1193434150725816
280,1.2048397825313353,1.0953593643735755,1.6598574469505367,1.2048397825313353,1.0953593643735755
281,1.1699399685683345,1.056921367139317,1.5769844369270392,1.1699399685683345,1.056921367139317
282,1.1503472707392417,1.0584295388724458,1.5550247922012632,1.1503472707392417,1.0584295388724458
283,1.11878768607599,1.028432511275985,1.4941024688266344,1.11878768607599,1.028432511275985
284,1.2472545774540345,0.9873359993953816,1.4160127773854587,1.2472545774540345,0.9873359993953816
285,1.2472545774540345,1.0596655928947596,1.5579729714729715,1.2472545774540345,1.0596655928947596
286,1.246892337361301,1.028432511275985,1.4941024688266344,1.246892337361301,1.028432511275985
287,1.2476202188621923,0.9873359993953816,1.4160127773854587,1.2476202188621923,0.9873359993953816
288,1.1669131135227029,1.0624591716266978,1.5648024460528132,1.1669131135227029,1.0624591716266978
289,1.1421979671979672,1.0319355909904953,1.5020470733415137,1.1421979671979672,1.0319355909904953
290,1.1048892090950486,0.9915821705911326,1.4247333901682966,1.1048892090950486,0.9915821705911326
291,1.1694893567952458,1.091692447876257,1.6414079919048958,1.1694893567952458,1.091692447876257
292,1.1454999417660676,1.0662816414191094,1.5858052393766675,1.1454999417660676,1.0662816414191094
293,1.1099170304886767,0.9419273116621436,1.3354549753145324,1.1099170304886767,0.9419273116621436
294,1.1705867397584406,0.8850190546518042,1.197760353964089,1.1705867397584406,0.8850190546518042
