McD_snack_0,McD_snack_1,McD_snack_2,McD_snack_3
1.2936839497582562,1.3585286822121927,1.2936839497582562,1.3585286822121927
1.0140487686021666,1.386191748630773,1.0140487686021666,1.386191748630773
0.9457726601516075,1.3103669485332499,0.9457726601516075,1.3103669485332499
1.8406313773835674,1.2409395478374836,1.8406313773835674,1.2409395478374836
1.7667604513682449,1.4500517892993243,1.7667604513682449,1.4500517892993243
2.7903234265734262,1.396359856334668,2.7903234265734262,1.396359856334668
2.7144705362129953,1.3312339922912988,2.7144705362129953,1.3312339922912988
2.6516644741717927,2.5058357932473205,2.6516644741717927,2.5058357932473205
2.8668688811188807,2.4525945754487255,2.8668688811188807,2.4525945754487255
3.3408207070707063,2.4114842680346205,3.3408207070707063,2.4114842680346205
3.338559286898839,2.597642572944297,3.338559286898839,2.597642572944297
3.335290957015409,1.824605933587371,3.335290957015409,1.824605933587371
3.3396814954051792,1.7500977418267607,3.3396814954051792,1.7500977418267607
2.792322392086331,1.6105639675224928,2.792322392086331,1.6105639675224928
2.7093601398601397,1.5817213182027552,2.7093601398601397,1.5817213182027552
2.64403665028665,1.4994558813616448,2.64403665028665,1.4994558813616448
2.868586601307189,1.3853985910270672,2.868586601307189,1.3853985910270672
3.291944444444444,1.5817213182027552,3.291944444444444,1.5817213182027552
3.2711257309941515,1.4994558813616448,3.2711257309941515,1.4994558813616448
3.250637834036568,1.3853985910270672,3.250637834036568,1.3853985910270672
3.31297152194211,1.5940583145397516,3.31297152194211,1.5940583145397516
2.7954963235294112,1.5086832786219189,2.7954963235294112,1.5086832786219189
2.709486743938183,1.3910092328080943,2.709486743938183,1.3910092328080943
2.644694080323525,1.7037981873627193,2.644694080323525,1.7037981873627193
2.8696759259259257,1.6171399373573287,2.8696759259259257,1.6171399373573287
2.7485102800425376,1.2955286738351253,2.7485102800425376,1.2955286738351253
2.168888535031847,2.0004434661723822,2.168888535031847,2.0004434661723822
2.9303759398496236,1.9251708525392737,2.9303759398496236,1.9251708525392737
2.7854445145018913,1.810547222222222,2.7854445145018913,1.810547222222222
2.7118576438387407,1.7516707388996546,2.7118576438387407,1.7516707388996546
2.615736973116495,1.683448364500996,2.615736973116495,1.683448364500996
3.3408207070707063,1.5923926767676766,3.3408207070707063,1.5923926767676766
3.3408207070707063,1.7575588507877664,3.3408207070707063,1.7575588507877664
3.3396814954051792,1.683448364500996,3.3396814954051792,1.683448364500996
3.341977311280746,1.5923926767676766,3.341977311280746,1.5923926767676766
2.6238442249892655,1.762909517503455,2.6238442249892655,1.762909517503455
2.4734332077658645,1.691751300239672,2.4734332077658645,1.691751300239672
2.3116353270105803,1.6025236928104576,2.3116353270105803,1.6025236928104576
2.6341544290708985,1.8789142712788034,2.6341544290708985,1.8789142712788034
2.488987394957983,1.8045047175047173,2.488987394957983,1.8045047175047173
2.3330702238937535,1.4993551587301586,2.3330702238937535,1.4993551587301586
2.6448942249892657,1.2995631108562145,2.6448942249892657,1.2995631108562145
2.488987394957983,1.202622136033901,2.488987394957983,1.202622136033901
2.331141118516372,1.121704037800687,2.331141118516372,1.121704037800687
2.655033168271934,1.4023544861475898,2.655033168271934,1.4023544861475898
2.504680572938395,1.339793853205618,2.504680572938395,1.339793853205618
2.3408098307816276,1.2624565280657718,2.3408098307816276,1.2624565280657718
2.814185630056218,1.5164859241881712,2.814185630056218,1.5164859241881712
2.6778862663568543,1.4241171057075313,2.6778862663568543,1.4241171057075313
2.521074809541651,1.3357175185925185,2.521074809541651,1.3357175185925185
1.6243186357734942,1.626713196915444,1.6243186357734942,1.626713196915444
1.5389948051948052,1.5521060062995546,1.5389948051948052,1.5521060062995546
1.191854899869653,1.4864844093104963,1.191854899869653,1.4864844093104963
1.7656951539921177,1.4650905982905982,1.7656951539921177,1.4650905982905982
1.7015134865134864,1.374793564128376,1.7015134865134864,1.374793564128376
1.3624119164907342,1.2923005565862709,1.3624119164907342,1.2923005565862709
2.2390134525700813,1.5870669552669552,2.2390134525700813,1.5870669552669552
1.553921473915326,1.5268311816832352,1.553921473915326,1.5268311816832352
1.4081763285024151,1.4570216450216449,1.4081763285024151,1.4570216450216449
2.380389970788705,3.9661038961038955,2.380389970788705,3.9661038961038955
1.711764109325085,3.9201766233766238,1.711764109325085,3.9201766233766238
1.5753906142167011,3.8840909090909093,1.5753906142167011,3.8840909090909093
1.4544001510411049,4.922989544568492,1.4544001510411049,4.922989544568492
1.362331556478597,2.13504205318491,1.362331556478597,2.13504205318491
1.2856374229691876,1.9753016890516886,1.2856374229691876,1.9753016890516886
2.0491267529416195,1.7302172464684797,2.0491267529416195,1.7302172464684797
1.9583006123997806,1.9345658627087197,1.9583006123997806,1.9345658627087197
1.8840325203252033,1.7648016890516889,1.8840325203252033,1.7648016890516889
1.3778731889623201,1.5370046860820064,1.3778731889623201,1.5370046860820064
1.3175010573218615,1.9345658627087197,1.3175010573218615,1.9345658627087197
1.2363498777437396,1.7648016890516889,1.2363498777437396,1.7648016890516889
1.747685366636773,1.5370046860820064,1.747685366636773,1.5370046860820064
1.5880808763481737,1.9451793080868711,1.5880808763481737,1.9451793080868711
1.4858286933192593,1.7728978428978426,1.4858286933192593,1.7728978428978426
1.7436512186666984,1.5330254901960783,1.7436512186666984,1.5330254901960783
1.645688207677437,1.9904660894660893,1.645688207677437,1.9904660894660893
1.5223234065089484,1.790635593220339,1.5223234065089484,1.790635593220339
2.047685366636773,1.4871440191728162,2.047685366636773,1.4871440191728162
1.9523338554037153,2.342090909090909,1.9523338554037153,2.342090909090909
1.6890831656606307,2.1948167465957225,1.6890831656606307,2.1948167465957225
1.993373424726509,1.9779403289557564,1.993373424726509,1.9779403289557564
1.8929379084967315,2.1365322236449,1.8929379084967315,2.1365322236449
1.8070873830646126,1.9911583943659417,1.8070873830646126,1.9911583943659417
1.9682827974494639,1.7902805049088357,1.9682827974494639,1.7902805049088357
1.8716722455689907,2.141614718614719,1.8716722455689907,2.141614718614719
1.7965520066847556,1.9911583943659417,1.7965520066847556,1.9911583943659417
1.3553559186005386,1.7902805049088357,1.3553559186005386,1.7902805049088357
1.060656333696286,2.1383411309187705,1.060656333696286,2.1383411309187705
0.9843293141246475,1.99206525776146,0.9843293141246475,1.99206525776146
1.891569919440644,1.7993342683496958,1.891569919440644,1.7993342683496958
1.8070873830646126,2.1890115440115436,1.8070873830646126,2.1890115440115436
2.3182314380107805,2.0455286971093423,2.3182314380107805,2.0455286971093423
2.2520442140892745,1.7378278150273032,2.2520442140892745,1.7378278150273032
2.1955882753919562,1.6764351471313497,2.1955882753919562,1.6764351471313497
2.3834567901234567,1.4739666666666664,2.3834567901234567,1.4739666666666664
2.7503262195121954,1.3157744719509423,2.7503262195121954,1.3157744719509423
2.7488569277108437,1.7798074644691844,2.7488569277108437,1.7798074644691844
2.7467181952662725,1.642545977011494,2.7467181952662725,1.642545977011494
2.7495871212121212,1.4782498308221352,2.7495871212121212,1.4782498308221352
2.322046020849225,1.7696787878787876,2.322046020849225,1.7696787878787876
2.2504621848739497,1.5885478991596638,2.2504621848739497,1.5885478991596638
2.1929957264957265,1.410982142857143,2.1929957264957265,1.410982142857143
2.386183212267958,1.9065126436781608,2.386183212267958,1.9065126436781608
2.7010701871657754,1.7372178876362092,2.7010701871657754,1.7372178876362092
2.68026510989011,1.5865285235841111,2.68026510989011,1.5865285235841111
2.660375,1.682369106699752,2.660375,1.682369106699752
2.722904069767442,1.505102258852259,2.722904069767442,1.505102258852259
2.3241345755693583,1.3516239350601262,2.3241345755693583,1.3516239350601262
2.2496799945600436,1.8125670983632607,2.2496799945600436,1.8125670983632607
2.1922444155280854,1.6909260136415305,2.1922444155280854,1.6909260136415305
2.3868960722622554,1.5367377933252617,2.3868960722622554,1.5367377933252617
2.36666596915446,2.5235,2.36666596915446,2.5235
1.6735928330928327,2.491570224719101,1.6735928330928327,2.491570224719101
2.436815894797027,2.465505102040816,2.436815894797027,2.465505102040816
2.304242886380141,2.8373451607078364,2.304242886380141,2.8373451607078364
2.2368252111760882,1.6303429072178168,2.2368252111760882,1.6303429072178168
2.148848599742351,1.5222958117151666,2.148848599742351,1.5222958117151666
2.7503262195121954,1.3504777006108273,2.7503262195121954,1.3504777006108273
2.7503262195121954,1.5029215997117638,2.7503262195121954,1.5029215997117638
2.7495871212121212,1.3835998611317764,2.7495871212121212,1.3835998611317764
2.751074386503068,1.2173089991679862,2.751074386503068,1.2173089991679862
2.3414169429471627,1.5029215997117638,2.3414169429471627,1.5029215997117638
2.259037006275378,1.3835998611317764,2.259037006275378,1.3835998611317764
2.1404896644273492,1.2173089991679862,2.1404896644273492,1.2173089991679862
2.349921993452213,1.5102560944852828,2.349921993452213,1.5102560944852828
2.272182985978735,1.3894416742677613,2.272182985978735,1.3894416742677613
2.15883419298754,1.2147793522267205,2.15883419298754,1.2147793522267205
2.3587479892593413,1.539926696832579,2.3587479892593413,1.539926696832579
2.272182985978735,1.3992814458432699,2.272182985978735,1.3992814458432699
2.1575428289843113,1.2131468334919986,2.1575428289843113,1.2131468334919986
2.3672173100009233,1.738076069410815,2.3672173100009233,1.738076069410815
2.2855480851920795,1.6386446886446884,2.2855480851920795,1.6386446886446884
2.166135426523897,1.490084499519282,2.166135426523897,1.490084499519282
2.494184295669487,1.6071169467787114,2.494184295669487,1.6071169467787114
2.4270075757575755,1.5035870445344128,2.4270075757575755,1.5035870445344128
2.3187685845219312,1.3600723093526832,2.3187685845219312,1.3600723093526832
1.4676777261410294,1.6106547619047618,1.4676777261410294,1.6106547619047618
1.4060790835181078,1.5035870445344128,1.4060790835181078,1.5035870445344128
1.086401104130973,1.3600723093526832,1.086401104130973,1.3600723093526832
1.5127357906571581,1.6088133447137494,1.5127357906571581,1.6088133447137494
1.4538154471544713,1.5046432062561095,1.4538154471544713,1.5046432062561095
1.1461762509335325,1.3668821583821582,1.1461762509335325,1.3668821583821582
2.080818757974881,1.6421953781512606,2.080818757974881,1.6421953781512606
1.4197506065363208,1.5416216216216216,1.4197506065363208,1.5416216216216216
1.3028472318707682,1.3543341927499613,1.3028472318707682,1.3543341927499613
2.12587682249101,1.3541432486973284,2.12587682249101,1.3541432486973284
1.4633876517695685,1.2071013336508691,1.4633876517695685,1.2071013336508691
