McD_solid_b_0,McD_solid_b_1,McD_solid_b_2,McD_solid_b_3,McD_solid_b_4,McD_solid_b_5,McD_solid_b_6,McD_solid_b_7
1.0291011023176246,1.0396564261689325,0.8778562728711169,1.2495377676494326,1.2712784440564442,1.9399001782531193,0.8201175961884287,0.9892348141214871
1.2994269601366375,0.9929712128502672,1.0795554511278194,1.168973443223443,2.030978840543983,1.7521533963112907,1.0146423020897073,0.9446011250484935
1.203993775567781,0.9226138384854687,1.0019623709623708,1.0425556480133138,1.9436367842683633,1.5114270589658787,0.9643437229437228,0.8843816477493129
1.126531713900135,1.0396564261689325,0.9372091879472514,1.2495377676494326,1.8713953556028322,1.9399001782531193,0.9205205133031221,0.9892348141214871
1.1317913286004058,0.9929712128502672,0.9595357833042927,1.168973443223443,1.3659859361624067,1.7521533963112907,0.8762150545717786,0.9446011250484935
1.0739626393603798,0.9226138384854687,0.9069392902179787,1.0425556480133138,1.3083034509350298,1.5114270589658787,0.840322331483119,0.8843816477493129
0.9808015767266266,1.0447089314194575,0.835423209111126,1.2601512130275838,1.226719450287939,1.9572312245652976,0.79142514185945,0.996395692930842
1.7229981013138906,0.9971467645487546,1.31571065497781,1.1770695970695972,1.4784347643478903,1.764490392648287,0.9728179655396151,0.9503192914321946
1.591273206301895,0.9252039396010687,1.223327188940092,1.047560606060606,1.3364460147695438,1.5160934782608695,0.9033720678752015,0.8881155334591178
1.5013983744302268,1.0836326995444643,1.1499547977584785,1.3521597044614948,1.2261334340753844,2.110416945373467,0.8423228803716609,1.0552121343311274
1.6795017998479629,1.0344621848739495,1.3123858363858365,1.269635593220339,1.4658022890351656,1.8819451601030548,0.9727030022151151,1.0129222435585108
1.5849139504563232,0.9103830822477439,1.2429913005568438,1.0987520990905062,1.3869642857142854,1.546880890848282,0.9328963585434173,0.891969696969697
1.4927282269968836,1.1798222672064775,1.1640403692692851,1.8288982683982684,1.2569542934415145,2.6013073593073592,0.8641998910180728,1.1638596533269432
1.8229981013138907,1.1454800469483568,1.3842820835492387,1.7675074416506935,1.7784347643478902,2.4158654057993116,1.072817965539615,1.1288843296395292
1.722786100084597,1.0897491375050048,1.3170656666276026,1.642771179285111,1.7004582478045935,2.1552720351298413,1.0345818526415542,1.0762128047391204
1.5938896321070235,1.0951009049773757,1.2194856236752263,1.623339582952259,1.4291346153846152,2.2103787878787875,0.9344049299719888,1.0365805835595012
1.2235838740687333,1.055265761234071,1.02007326007326,1.5638490894209125,1.9454973294034523,2.0556515020559964,0.9669248120300751,0.9973218296395292
1.1211796042321844,0.9997378846918016,0.9359538260975017,1.4551113552381902,1.8551761571761571,1.8476181889759953,0.9120201336578674,0.9492445507708667
1.0298297511312218,1.0975528560548362,0.8619880994984179,1.6284220779220777,1.7753632744067527,2.2185800865800864,0.8614441361916771,1.0400361239151785
1.1955333333333333,1.055265761234071,0.999340095641036,1.5638490894209125,1.922396778584392,2.0556515020559964,0.9540141135388123,0.9973218296395292
1.0978185907046476,0.9997378846918016,0.9178621995820271,1.4551113552381902,1.8354285714285712,1.8476181889759953,0.9000404364881701,0.9492445507708667
1.0210799259563965,1.0995937799043063,0.8531693536758673,1.6330098782327966,1.7669067699368903,2.2242840166369575,0.8554507883630352,1.0431392509299486
1.0815666959227639,1.0589276408949306,0.9287489365103838,1.5711369453331478,1.3123598145382127,2.06511485042735,0.8467256488035051,1.0025051238906972
0.9251781412664453,1.0047885378509593,0.8089336281534557,1.4641651186790505,1.0271716906946264,1.8605720351298416,0.7339354303831639,0.9559270904534062
0.8439727586295328,1.1410690631808278,0.7420227070041847,1.7304020013802621,0.9543454365049884,2.386295733252255,0.6867839166365107,1.1055787560135386
1.119597325751172,1.103505841005841,0.9348573348694315,1.667763157894737,1.854166056166056,2.2136200941915227,0.9112833225762287,1.0673919269719012
1.0298297511312218,0.9865597178039576,0.8619880994984179,1.50871578334304,1.7753632744067527,1.8781123578798673,0.8614441361916771,0.9553070463672875
1.35062688172043,0.9373146705146704,1.8134570863918689,1.1211868485192065,7.257025089605733,1.6776242588932806,1.2004365079365078,0.8858175429284053
1.315210492347409,0.8776325110296401,1.743708728652751,1.0177658846529813,7.144984126984127,1.4627006211180125,1.151782498560737,0.8337648841084684
1.2818314337015497,0.8257332137865493,1.6848341448569688,0.9329863715783343,7.061709401709402,1.3030679867799544,1.1079428291392492,0.7875034965034965
1.381847106439531,0.9746345506345506,1.8828873712494403,1.31452944413869,7.376689172293072,1.8126788043478261,1.245749619482496,0.9201331664765569
1.510981339379142,0.9361109799291617,2.287705128205128,1.2593073866292657,8.463166666666666,1.6752571428571428,1.4599816723940435,0.8826333367274207
1.5098615185504747,0.8849596910137955,2.2860822784810124,1.1783954765795581,8.453696969696969,1.506555944055944,1.4589297052154195,0.8386213262969392
1.5082253036609192,1.0042966919872578,2.2837236024844723,1.17592733962566,8.440521739130435,1.794878787878788,1.4573914014517029,0.9561662904709015
1.5104184664758438,0.9512063704989611,2.286888535031847,1.076732026143791,8.458358974358974,1.6041183279394928,1.4594529914529915,0.9066140553947912
1.3508192046049188,0.8925692874149975,1.8172143118762016,0.985608257918552,7.234126038280967,1.4151706223308658,1.2031068236055493,0.857141107848425
1.3125814599312349,1.049647341337907,1.7415978284395066,1.3756985066737148,7.104803921568627,1.9694787878787878,1.150871633206128,0.993828067865207
1.2784640277163497,1.001681669207985,1.6814261285909713,1.3102357998550214,7.007011494252874,1.786539483052159,1.1066910866910866,0.9506744817879372
1.381712121212121,0.955438446969697,1.8856578947368419,1.251796030952463,7.362212885154061,1.636062573591253,1.24739898989899,0.911134460294557
1.4636571841851496,0.9757241857241856,2.249547619047619,1.1181560150375938,4.933824561403509,1.6922424718139002,1.442363364303859,0.9296140350877193
1.4436857392965146,0.9195057020669992,2.233013957307061,1.0242175185925186,4.4795691056910565,1.5018476663356506,1.4343535115303983,0.8797918355508288
1.4247931466862345,0.8665498180584679,2.216662837162837,0.9374808136846973,4.196888888888888,1.347226635141597,1.425979797979798,0.8320210060040999
1.4848891769822683,1.0226273546273545,2.2661880616174583,1.3411001144164758,5.818444444444444,1.8598354788069074,1.4498987898789877,0.9717507803895986
1.3524217687074829,0.9856420657033629,1.819514925373134,1.2878044751142577,7.246553544494719,1.7346476663356505,1.2046144370534613,0.935262670472674
1.3127162764771458,0.9349215146113542,1.7409136722173533,1.2252907482255309,7.114443764033476,1.5799117501428297,1.1502095582692597,0.8924837409844952
1.278621212121212,,1.6808665430954588,1.4162411413572666,7.0207571616560385,1.9628350287483411,1.1058636788048553,2.904590682426817
1.3822574964302712,,1.8864440582588546,1.3689771080932336,7.3666027007818045,1.9427555374923795,1.247911731528483,2.8611720422434708
1.287393290366658,,1.7682153600589356,1.3319631061394723,2.8515275695485593,1.925687969924812,1.273693010028655,2.826841024424081
1.1546109993293092,,1.7479343444872995,1.504360584721288,2.458122609895525,2.1145953593661573,1.1157187657567231,2.996821160230648
1.4043688863079107,,1.9401826526789059,1.3346542744054584,7.476025641025641,1.373894561719304,1.280846930846931,1.896438405149294
1.322980442091947,,1.81305762987013,1.2713060970481878,3.8247575159095897,1.3045411957886603,1.2078561544394537,1.816780177653109
1.2805983102918586,,1.74729290979291,1.1580677375488695,3.302382905048296,1.1874199134199135,1.1666674469413232,1.660465367965368
1.2246649042392075,,1.6596997221793486,1.1266503218362884,2.923876984126984,1.300344596659905,1.1070006803789187,1.709824929971989
1.510981339379142,,2.287705128205128,1.0536061239805874,8.463166666666666,1.2215855307640298,1.4599816723940435,1.6196289581409136
1.510981339379142,,2.287705128205128,0.9590463815463816,8.463166666666666,1.1040969967532468,1.4599816723940435,1.4781173436492587
1.5104184664758438,,2.286888535031847,1.1266503218362884,8.458358974358974,1.300344596659905,1.4594529914529915,1.709824929971989
1.511550232313492,,2.288532258064516,1.0536061239805874,8.468126984126984,1.2215855307640298,1.4605158318940703,1.6196289581409136
1.3348017550352564,,1.6411642181746409,0.9590463815463816,4.595703025680143,1.1040969967532468,1.2307350055600128,1.4781173436492587
1.290597969201706,,1.4987864222731957,1.1375782906876837,4.400658212560386,1.3049273252520674,1.1765547926309659,1.7198487394957982
1.216813836344126,,1.3497480844946907,1.0619112365894974,3.3304929479123024,1.2254058574427957,1.1012373383200873,1.6273301776531088
1.338424818718561,,1.6503296753589658,0.9642103055215531,4.613668886277582,1.103982683982684,1.2362793426978531,1.4816977366133757
1.296699418477068,,1.512823654837797,1.232962177044466,4.425618686868686,1.3288315018315018,1.1855377229296855,1.8007259570494867
1.2268095878404774,,1.3691408174786606,1.155742892017332,3.3655172413793104,1.2351558205859476,1.114660193596071,1.704185425332355
1.3421362498087757,,1.659854562236794,1.0180637857108445,4.632632850241546,1.0741122096111753,1.2419916900519916,1.362854633289416
1.296699418477068,,1.512823654837797,1.3969939379135763,4.425618686868686,1.4527509746588694,1.1855377229296855,2.271711061207094
1.2258095628398524,,1.3677235337030167,1.329352326516439,3.358590834452903,1.3915120620421175,1.1137175754742374,2.2028957436633188
1.345405161672796,,1.6689936322287195,1.2336040189125295,4.648539682539682,1.295134865134865,1.2473772893772894,2.065807500033506
1.3025602326689194,,1.5271068580542262,1.18376017167981,4.449151174168297,1.3769738891621577,1.1945319714092533,2.08029164995673
1.2300794197066764,,1.376774647887324,1.118852326516439,3.3708150183150183,1.3102330273513183,1.1199285398272645,2.011938975413851
1.3918201817357463,,1.8077896288394872,1.040391458526056,4.960277777777777,1.2133664010408196,1.3241006581494388,1.888544342138769
1.3580585484304195,,1.6804444833012764,1.1889899853444064,4.759305555555555,1.3792010095994702,1.2835724605631726,2.085097586029789
1.2970660089511095,,1.5401001787455313,1.118852326516439,3.6535069799114743,1.3102330273513183,1.222330345306483,2.011938975413851
1.035676024706194,,1.2145915117056578,1.040391458526056,1.9519564860426932,1.2133664010408196,0.9801258046679928,1.888544342138769
0.9949574574574575,,1.1349218426501035,1.1937459100715824,1.792552143508665,1.379322785055422,0.9388532479848269,2.0886146020508076
0.8452809492200466,,0.959235101010101,1.1263545150501673,1.3666557158712542,1.3120463947592769,0.8011421226714195,2.018142174432497
1.0700799655928936,,1.3559680299242813,1.049646465853853,2.076670771756979,1.218028638028638,1.0088429099311509,1.8972148226879681
1.0296498153325737,,1.2985665312947923,1.294674133566205,1.8962664292229512,1.405540148448043,0.9717059807783492,2.1745743145743144
0.8923201581027669,,1.1299483966253767,1.226114968917106,1.518400175515577,1.3412589712918659,0.8402633686023652,2.1039345063538613
1.1418516951015933,,1.2884457183683187,1.096713715527494,2.1698259958071278,1.1825533073483894,1.0894854161246044,1.7708804855275442
1.0017811545615283,,1.1492275902522262,1.0200495061548192,1.8089771485345252,1.1722098662207359,0.948946413856288,1.414170527328422
0.9171505246166263,,1.0148210493025733,0.9375436388548863,1.4999785714285714,1.0701480975165185,0.8719155432305538,1.2971644032800422
1.176255635988293,,1.4298222365869422,0.8676382255872646,2.2945402815214133,0.9859172984297718,1.1182025213877622,1.2010020757020756
1.0342876349703933,,1.3085558058962312,1.0597956770760177,1.9060124284317834,1.2176853564168142,0.9787819464586972,1.60362548884288
0.9592219531880548,,1.1827732382426654,0.999868983067023,1.6303214285714283,1.1524511278195486,0.9100399769363827,1.5387059052563268
0.9711070761781662,,1.050272734263678,0.929628926839553,1.8136906130268202,1.0656610449345443,0.8961355955872085,1.4444603174603174
0.9149137945667025,,0.9644965786901271,1.0752909798343233,1.588402629772785,1.2330027527527527,0.8475096455424275,1.6254866186445134
0.8653228695832469,,0.8926868872549019,0.9987808137808137,1.424825537294564,1.1446154923658776,0.8039111991372041,1.5152474249888042
1.0694882943398496,,1.1048108033862936,0.9206328320802006,2.009989035771445,1.0465530303030302,0.9954307570140013,1.410317006802721
1.0135014779286693,,1.0203452698036894,1.1237371507555223,1.7853643617021278,1.2976694194194194,0.9467638127577006,1.8252577856925682
0.9650643118589913,,0.9509285714285713,1.0511425464411037,1.624234234234234,1.2128664822032467,0.904383235687121,1.7468599472990776
0.929062584631992,,0.9773102906146154,0.9863728335217228,1.6641765187060131,1.1317980004358723,0.8575656125728355,1.6745718050065874
0.8918273297923708,,0.9207970162205111,1.0343801687763712,1.5393535585249756,1.1885106260372487,0.8222007502107098,1.5636633108849438
0.8345075554890332,,0.8454724889061366,0.9563260073260074,1.343593083387201,1.0956748775047187,0.7757918742317396,1.45773927685218
1.075270195010297,,1.5563412439049693,0.8857226154485348,3.2669612492770383,1.0117600635210893,0.9459181972526624,1.3600075187969927
1.0016352414136385,,1.4417545321415948,1.0843053743883693,2.692829725829726,1.2482434691745037,0.8774953816309534,1.7831508885246954
0.9384679260966486,,1.3687763255806984,1.026717879604672,2.3328186423505572,1.1880558298856712,0.8173096140680721,1.7213262333739192
1.0634807256235828,,1.5547090499170844,0.9573868007793636,2.8428287115638557,1.1017413919413919,0.948336482017767,1.6443548874568066
1.0208158506783893,,1.4628953476242632,1.2427996715927752,2.482297667530544,1.250927872127872,0.9093208951718376,1.9663554018445322
0.9513495835297814,,1.3841548626139417,1.1968723988655026,2.192230481129357,1.2259454545454544,0.8412378797672915,1.9241145991689468
1.175270195010297,,1.6249126724763978,1.1607866845797878,3.4269612492770385,1.2050885738115094,1.0459181972526623,1.890613272909
1.1324132828919713,,1.5355198993235804,1.3151934025815986,2.9010585618977016,1.2905967475960736,1.0087865172117847,2.0440763105507633
1.0302735618204002,,1.4383102105391263,1.2351947331947333,2.4678831734960767,1.0972786340793932,0.9094440303837722,1.5605361635220125
1.0135798539599326,,1.0583289806709548,1.182532894736842,1.7403649673477986,1.06554082962437,0.9511815703380588,1.4951574250713418
0.952432647724659,,0.9634999577657462,1.0875030525030525,1.5556452516490467,1.000729741425944,0.8981499585453422,1.366236964504284
0.894922769881647,,0.8829202232155569,1.0347185427185428,1.400450438596491,1.0023162280643556,0.8497643762353215,1.3803135607822865
0.9978612208113089,,1.03452688172043,0.9720328947368422,1.6876758475566986,0.9600848609355246,0.9390627357768594,1.3042006568218734
0.9383348826611984,,0.9434964440321585,0.8942904921165791,1.5150613009684781,0.8968803418803419,0.8868041608687935,1.1889738066095472
0.8891370734182411,,0.8725506139348944,1.0347185427185428,1.3895068168956115,1.0023162280643556,0.8436892305013522,1.3803135607822865
0.8904876293297347,,0.9642702315686116,0.9720328947368422,1.4544585301490962,0.9600848609355246,0.8317345378310146,1.3042006568218734
0.7719163974237144,,0.8349135716308614,0.8942904921165791,1.186688034890294,0.8968803418803419,0.7206991547637875,1.1889738066095472
0.718744581811839,,0.7634988365496965,1.045331988096694,1.0497256131549608,1.0080343944480568,0.675583317284545,1.3900608114093365
0.951656370749034,,0.9624479905871223,0.9801290485829959,1.55187451258419,0.964756150810698,0.8974131474637035,1.3117151592761347
0.894922769881647,,0.8829202232155569,0.8994761904761905,1.400450438596491,0.8999107571377284,0.8497643762353215,1.1933554319614388
