SB_solid_b_0,SB_solid_b_1,SB_solid_b_2,SB_solid_b_3,SB_solid_b_4,SB_solid_b_5,SB_solid_b_6,SB_solid_b_7,SB_solid_b_8,SB_solid_b_9,SB_solid_b_10,SB_solid_b_11,SB_solid_b_12,SB_solid_b_13,SB_solid_b_14,SB_solid_b_15,SB_solid_b_16,SB_solid_b_17,SB_solid_b_18,SB_solid_b_19,SB_solid_b_20,SB_solid_b_21,SB_solid_b_22,SB_solid_b_23
1.7572160531771226,1.8342267191776995,1.154600243492413,1.2071411641648857,1.263927073866682,1.3951979802202763,1.0404794942954056,1.0775291358306716,0.8147570770048299,0.8438184422913317,0.8840655360635391,0.9412946544812336,0.8878108288265806,0.9256832945567304,0.7259250991753831,0.7556589623905459,0.8105683256894097,0.8722672541163218,1.0893559352833546,1.1270593589977933,0.8380882839463042,0.8675582948367021,0.9101030178193784,0.9686692166237784
1.6587810178202336,1.8302595509150457,1.0982972262392718,1.2050406281660442,1.1748049371038467,1.3924907360081775,0.9914218289379718,1.0759019334964781,0.781819479518822,0.8427596617144789,0.8379025889988719,0.9400311480329936,0.8457492312235692,0.9244839562606176,0.6961519616052161,0.7548340676357387,0.7661538769144345,0.8713038629795203,1.0140479797979798,1.1254798383006257,0.7951409272489475,0.8665246478449712,0.8535571536428559,0.967438421275336
0.9584523412299696,1.8342267191776995,0.7445994822655635,1.2071411641648857,0.781053270111662,1.3951979802202763,0.7055682588541381,1.0775291358306716,0.5882316110615693,0.8438184422913317,0.6158086933135355,0.9412946544812336,0.6251235345434755,0.9256832945567304,0.5357951108159197,0.7556589623905459,0.5690030622513109,0.8722672541163218,0.6935741447288449,1.1270593589977933,0.5832450652007105,0.8675582948367021,0.6115822669394098,0.9686692166237784
1.6854520157412318,1.8342267191776995,1.1162929614332475,1.2071411641648857,1.2103119704837768,1.3951979802202763,1.0054592395751067,1.0775291358306716,0.7924420745164169,0.8438184422913317,0.8557162196639082,0.9412946544812336,0.8591935678533291,0.9256832945567304,0.7065486903806576,0.7556589623905459,0.7844867944246104,0.8722672541163218,1.028115616784281,1.1270593589977933,0.8058109485458721,0.8675582948367021,0.8716160585270175,0.9686692166237784
1.66314092628443,1.8342267191776995,1.0891282398528774,1.2071411641648857,1.1338564455700115,1.3951979802202763,0.9892396536377309,1.0775291358306716,0.7753161170001827,0.8438184422913317,0.8173622824204219,0.9412946544812336,0.8377168978107586,0.9256832945567304,0.6867289761421408,0.7556589623905459,0.7412020105508627,0.8722672541163218,1.0377157617414272,1.1270593589977933,0.7983320352797532,0.8675582948367021,0.8423245048686927,0.9686692166237784
1.4994780201642948,1.0271291834497849,1.0414496927067525,0.7907487134555927,1.12131547044207,0.8333764729040186,0.9497410130681252,0.7350713194101628,0.7568992153904682,0.6135768084410301,0.8118215235057341,0.6465421411291671,0.8183158256487904,0.6494225513354127,0.6777406325242032,0.5574871068221237,0.7444032294489612,0.5969994268809006,1.0035295748551378,0.7371656167752513,0.7821756985776279,0.6167415948690343,0.8390368924678063,0.6506031629954646
1.4828607223195254,0.8695217810021829,1.0317324611018008,0.6978210633972021,1.1046942087702958,0.7590940099773017,0.9417993210561652,0.6688816729543494,0.7512259450085955,0.5665306173903539,0.8031340805169142,0.6057506113292278,0.8114763033122591,0.6060695399259651,0.6725270971403585,0.5246777854348593,0.7359170615770328,0.5679607237225083,0.9963169278892549,0.6677282851605271,0.7767901372785847,0.5681141937553582,0.8305847436593173,0.6078961846905374
1.4994780201642948,1.3005851432999156,1.0414496927067525,0.9573252976657232,1.12131547044207,1.0592017989162146,0.9497410130681252,0.8807046266782574,0.7568992153904682,0.7161132330425453,0.8118215235057341,0.7782195648333446,0.8183158256487904,0.7742952442430453,0.6777406325242032,0.6495503016183498,0.7444032294489612,0.7217892919505823,1.0035295748551378,0.9409412026541556,0.7821756985776279,0.7443115521914541,0.8390368924678063,0.8081759201555513
1.7053649191509703,1.0683890887349403,1.119478785005101,0.8150695300080044,1.1924630874475612,0.8630478574179484,1.013188060182945,0.7548009331063886,0.7940451256769904,0.6277704597557539,0.8486222517510551,0.664015429015429,0.8613919831697082,0.6654733346157498,0.7054749313639656,0.5697622397118886,0.7737601595207171,0.613171761311151,1.0619638213821383,0.7559962862482862,0.8172572399902602,0.6305339881146333,0.8741182206622563,0.6677932213737298
1.7316592229484389,1.4629729437229435,1.1372228682797072,1.0408042192893794,1.2270339522057585,1.163938011101877,1.027054372473627,0.9477928465181,0.8045428220529445,0.7607427191403793,0.8661002800479687,0.8327364306022228,0.8746427949017326,0.826013950382504,0.7157321458141128,0.6864919303105436,0.7917012006116194,0.7712892378481393,1.0758550927292985,1.0042700987813822,0.8277989078001865,0.7872842040999936,0.8918285215026384,0.8615635712819872
