,"('Soups', 'Cold Sandwiches', 'Hot Drinks')","('Salads', 'Bakery', 'Hot Drinks')","('Salads', 'Warm Sandwiches', 'Cold Drinks')","('Salads', 'Warm Sandwiches', 'Hot Drinks')","('Protein Boxes & Bowls', 'Bakery', 'Cold Drinks')","('Protein Boxes & Bowls', 'Bakery', 'Hot Drinks')","('Protein Boxes & Bowls', 'Warm Sandwiches', 'Cold Drinks')","('Protein Boxes & Bowls', 'Warm Sandwiches', 'Hot Drinks')","('Hot Breakfast', 'Bakery', 'Hot Drinks')","('Hot Breakfast', 'Cold Sandwiches', 'Cold Drinks')","('Hot Breakfast', 'Cold Sandwiches', 'Hot Drinks')","('Hot Breakfast', 'Warm Sandwiches', 'Cold Drinks')","('Hot Breakfast', 'Warm Sandwiches', 'Hot Drinks')"
0,1.2071411641648857,1.0775291358306716,0.8840655360635391,0.9412946544812336,0.8878108288265806,0.9256832945567304,0.8105683256894097,0.8722672541163218,1.1270593589977933,0.8380882839463042,0.8675582948367021,0.9101030178193784,0.9686692166237784
1,1.2050406281660442,1.075901933496478,0.8379025889988719,0.9400311480329936,0.8457492312235692,0.9244839562606176,0.7661538769144345,0.8713038629795203,1.1254798383006257,0.7951409272489475,0.8665246478449712,0.8535571536428559,0.967438421275336
2,1.2071411641648857,1.0775291358306716,0.6158086933135355,0.9412946544812336,0.6251235345434755,0.9256832945567304,0.5690030622513109,0.8722672541163218,1.1270593589977933,0.5832450652007105,0.8675582948367021,0.6115822669394098,0.9686692166237784
3,1.2071411641648857,1.0775291358306716,0.8557162196639082,0.9412946544812336,0.8591935678533291,0.9256832945567304,0.7844867944246104,0.8722672541163218,1.1270593589977933,0.8058109485458721,0.8675582948367021,0.8716160585270175,0.9686692166237784
4,1.2071411641648857,1.0775291358306716,0.8173622824204219,0.9412946544812336,0.8377168978107586,0.9256832945567304,0.7412020105508627,0.8722672541163218,1.1270593589977933,0.7983320352797532,0.8675582948367021,0.8423245048686927,0.9686692166237784
5,0.7907487134555927,0.7350713194101628,0.8118215235057341,0.6465421411291671,0.8183158256487904,0.6494225513354127,0.7444032294489612,0.5969994268809006,0.7371656167752513,0.7821756985776279,0.6167415948690343,0.8390368924678063,0.6506031629954646
6,0.6978210633972021,0.6688816729543494,0.8031340805169142,0.6057506113292278,0.8114763033122591,0.6060695399259651,0.7359170615770328,0.5679607237225083,0.6677282851605271,0.7767901372785847,0.5681141937553582,0.8305847436593173,0.6078961846905374
7,0.9573252976657232,0.8807046266782574,0.8118215235057341,0.7782195648333446,0.8183158256487904,0.7742952442430453,0.7444032294489612,0.7217892919505823,0.9409412026541556,0.7821756985776279,0.7443115521914541,0.8390368924678063,0.8081759201555513
8,0.8150695300080044,0.7548009331063886,0.8486222517510551,0.664015429015429,0.8613919831697082,0.6654733346157498,0.7737601595207171,0.613171761311151,0.7559962862482862,0.8172572399902602,0.6305339881146333,0.8741182206622563,0.6677932213737298
9,1.0408042192893794,0.9477928465180999,0.8661002800479687,0.8327364306022228,0.8746427949017326,0.826013950382504,0.7917012006116194,0.7712892378481393,1.0042700987813822,0.8277989078001865,0.7872842040999936,0.8918285215026384,0.8615635712819872
10,0.915339137108912,0.8507016999256072,0.7865219021902191,0.7318651631017695,0.8133251412293006,0.7425374054525654,0.7100780317297933,0.67239943324747,0.9098024640407059,0.7784775414857189,0.7179551512961438,0.8113178329359553,0.7606845171558128
11,0.9115585088692888,0.8445043682159775,0.7949334061791151,0.7212756883483354,0.8199976116559206,0.7340570379712298,0.718569215712752,0.6603889863327491,0.9032968153142336,0.7839078131606465,0.7122351967970548,0.8197440502227938,0.7498399061987832
12,0.9597833085523056,0.8838554467386106,0.7947122161769031,0.7798936847737185,0.8197916978102736,0.7767326337479221,0.7184395362285652,0.7231597607632759,0.9437328766252314,0.7837689959939603,0.7460107290324749,0.8195985939847575,0.8096919166236479
13,0.9597833085523056,0.8838554467386106,0.7886060606060606,0.7798936847737185,0.8148761285561501,0.7767326337479221,0.7123385557847759,0.7231597607632759,0.9437328766252314,0.7797135955080323,0.7460107290324749,0.8134440955622179,0.8096919166236479
14,1.1465672216254923,1.0304719531871074,0.8571704077898444,0.8981786512412205,0.8678977104606247,0.8882425176544068,0.7825207082051361,0.8307214141943077,1.0822978026656187,0.8224448995529198,0.8381617192331478,0.8827771212165866,0.9258266963013141
15,0.8229592732689807,0.7751634682044495,0.8078189763765941,0.6660997841263674,0.8302928141864868,0.6814814436698263,0.7314811180623443,0.6118324328142658,0.837901130750332,0.7923597955416698,0.6656797642599569,0.8327394431275649,0.6961188750862664
16,0.9508184920802436,0.8777648723919774,0.7949334061791151,0.7592587199223354,0.8199976116559206,0.7654208741781175,0.718569215712752,0.698611935408746,0.9361170965712488,0.7839078131606465,0.7376193627750579,0.8197440502227938,0.7879801736025308
17,0.9508184920802436,0.8777648723919774,0.8661002800479687,0.7592587199223354,0.8746427949017326,0.7654208741781175,0.7917012006116194,0.698611935408746,0.9361170965712488,0.8277989078001865,0.7376193627750579,0.8918285215026384,0.7879801736025308
18,1.0391257647853678,0.9490328733051252,0.8078189763765941,0.8557300960106152,0.8302928141864868,0.810766238512949,0.7314811180623443,0.7702755387483906,0.93573154008102,0.7923597955416698,0.7889279951454187,0.8327394431275649,0.9225471118678974
19,1.0377559017716695,0.9477353341552368,0.7949334061791151,0.8547667048738138,0.8199976116559206,0.8097802464008861,0.718569215712752,0.7695167737039114,0.93446803363278,0.7839078131606465,0.7881692301009394,0.8197440502227938,0.9216055534263392
