SB_solid_d_0,SB_solid_d_1,SB_solid_d_2,SB_solid_d_3,SB_solid_d_4,SB_solid_d_5,SB_solid_d_6,SB_solid_d_7,SB_solid_d_8,SB_solid_d_9,SB_solid_d_10,SB_solid_d_11,SB_solid_d_12,SB_solid_d_13,SB_solid_d_14,SB_solid_d_15,SB_solid_d_16,SB_solid_d_17,SB_solid_d_18,SB_solid_d_19,SB_solid_d_20,SB_solid_d_21,SB_solid_d_22,SB_solid_d_23
1.4144050436004996,1.4403566431411094,2.183488903072236,2.224476153773342,1.4552479246487868,1.4741291986880223,1.0625381961345666,1.0862704661655185,0.9752389961918336,1.0021276714385414,1.208194841672377,1.2444823721282532,0.9887315295004168,1.0090093690756332,0.7991250987547796,0.8217041677005299,1.0382132919145373,1.0945386223189275,1.2116334054205073,1.2874464945048583,0.995124802185582,1.031399321511572,0.8531574172460795,0.8969782800398741
1.3043222633732638,1.4384552531594677,2.119290829842208,2.220316658649992,1.3826175884864906,1.4720286626891814,1.0271353352354973,1.0848621522572046,0.9220500258184082,1.000928333142429,1.1675691611709487,1.2423084590847748,0.9483794189301403,1.007711829925745,0.7735136425977903,0.8207626092589715,0.9715636057458354,1.0930902155663553,1.1527973137973135,1.284631507123767,0.9469495076176903,1.0298198008144042,0.8175160333493667,0.8958664021164021
0.855312873124376,1.4403566431411094,1.0628511972524495,2.224476153773342,0.8703543507323878,1.4741291986880223,0.7542885096263032,1.0862704661655185,0.6652790917891589,1.0021276714385414,0.7805265310157782,1.2444823721282532,0.6744284885006634,1.0090093690756332,0.5999036893505157,0.8217041677005299,0.6884436375860911,1.0945386223189275,0.7891460622710622,1.2874464945048583,0.679210846941927,1.031399321511572,0.6219283251431448,0.8969782800398741
1.3191897139789852,1.4403566431411094,2.1416228347434023,2.224476153773342,1.3952356637099284,1.4741291986880223,1.0391239890464583,1.0862704661655185,0.9331215645409924,1.0021276714385414,1.182438611611986,1.2444823721282532,0.9576336753217284,1.0090093690756332,0.782743629910815,0.8217041677005299,0.9899557236993569,1.0945386223189275,1.1775380917986549,1.2874464945048583,0.960503641858086,1.031399321511572,0.8322265102110064,0.8969782800398741
1.3613727314270794,1.4403566431411094,2.1063676354797853,2.224476153773342,1.4110073874447444,1.4741291986880223,1.0196335131001037,1.0862704661655185,0.934589690856724,1.0021276714385414,1.1549611559527042,1.2444823721282532,0.9553666744475567,1.0090093690756332,0.7650838819059174,0.8217041677005299,0.969918110240691,1.0945386223189275,1.1218774526083115,1.2874464945048583,0.9455897039194036,1.031399321511572,0.7982550463720676,0.8969782800398741
1.2634355891581788,0.8718191463860929,1.6783704592948292,1.0967008309020165,1.270441341660145,0.8963357747817821,0.9513956197031418,0.7499411707845053,0.9004166161038301,0.6909190732958522,1.0660840886395122,0.8099311903244487,0.904680193788574,0.7018505316731073,0.7385044131042497,0.6091335325932709,0.951830916371034,0.7224906352527835,1.075912853192423,0.8219752203084244,0.9132129800428185,0.710350920724446,0.7833301618944062,0.637760663626181
1.2520330665141988,0.8086418142507329,1.6635449657869013,0.8957197014461903,1.2616342963191023,0.7790076236947002,0.9410764306275667,0.7088191128505362,0.8936540193378115,0.6435348342088656,1.0576743664260813,0.7011092370895313,0.8991225036499726,0.6272472223301743,0.732493253304904,0.5750343750050385,0.9419107818067421,0.6803618507081884,1.063389126499331,0.7376362443799281,0.9057426949093615,0.6483470322031729,0.7748738435704309,0.6077091757091909
1.2634355891581788,1.1453772507259223,1.6783704592948292,1.3181261446886448,1.270441341660145,1.1080298804195239,0.9513956197031418,0.8597891577802291,0.9004166161038301,0.8428975949822911,1.0660840886395122,0.9445672049324286,0.904680193788574,0.8288332448965899,0.7385044131042497,0.6912045493122257,0.951830916371034,0.9037946495537615,1.075912853192423,0.9875716602558814,0.9132129800428185,0.8525709973166369,0.7833301618944062,0.7428027009171968
1.3856123041420467,0.8966587888441762,2.1407922396166446,1.1487963382827298,1.431237441620506,0.9254031612645056,1.0393002274003893,0.7706447763458918,0.953720116421021,0.7070877376107676,1.179602116362077,0.8364476204092686,0.9710253164267842,0.7194539599578537,0.7811785931464964,0.6229808149086794,1.001727712942463,0.7418538560205227,1.1629932202300621,0.8497419949951595,0.9687939455422253,0.7287320727280551,0.8240367348700682,0.6542495970163299
1.400308656401315,1.2402652476376865,2.1629180250603315,1.5550753045665067,1.443761574074074,1.2243130454936009,1.0511569442375865,0.935496732623397,0.9646667565219641,0.897674684310081,1.1943238835201022,1.0428854321296777,0.9802071451089387,0.8909471204250857,0.7903098395956688,0.736858649035768,1.0197842285278618,0.9674552845528456,1.1873092185592184,1.0852988778654977,0.9821869030413471,0.9138341279793839,0.8385040004299561,0.7953168049603843
1.33262322494978,1.126520168648565,2.066159299748251,1.2901561859921835,1.3868171295913976,1.0945260130464964,0.9953946367368052,0.8430620369350684,0.913504097535327,0.8210080119296491,1.127789338933318,0.9162057933488903,0.9375549085869334,0.8122553983816653,0.7470263887882685,0.6723994253753003,0.9376677735085325,0.8602049304059771,1.080174996128404,0.9320412220629612,0.9206751471024983,0.8225766350637107,0.7714764183185235,0.7072753840758491
1.340817991428015,1.1158533110972135,2.0771858311441647,1.3077072175458917,1.393528439153439,1.0952462417739082,1.002452550753462,0.8340757781737164,0.9193676492004981,0.8137178271101927,1.1351597848173267,0.9167010107971723,0.9424468229908363,0.8102962850797497,0.7521066189122722,0.6659575815935149,0.946537925958251,0.8482253243397281,1.0913863838456228,0.9229981956609737,0.927485778400725,0.8163457262689655,0.7789296173902126,0.6971506809741812
1.3395899729586171,1.1526738575088307,2.075770042266602,1.3265437801932365,1.3927302271483306,1.1144754941927237,1.0012031754411181,0.8657380823537664,0.9189446588277589,0.846321703609489,1.1347005214757269,0.9483435889719706,0.942121949366676,0.8319903673835126,0.7516793342210281,0.6941449389218989,0.946078662616651,0.9067763045703003,1.090885973509147,0.9908325249236257,0.9271366797733807,0.8553056014222086,0.7784654941190717,0.7454196118704591
1.3340729494676862,1.1526738575088307,2.067764944294399,1.3265437801932365,1.3878537690083184,1.1144754941927237,0.9966498543873716,0.8657380823537664,0.9147214234663935,0.846321703609489,1.1291258468698258,0.9483435889719706,0.938448296245027,0.8319903673835126,0.7480927515035675,0.6941449389218989,0.939751931924374,0.9067763045703003,1.082532218972749,0.9908325249236257,0.9220779193269418,0.8553056014222086,0.773232048009933,0.7454196118704591
1.3928301217038541,1.3661906131139956,2.1516225424824715,1.9684624661638461,1.4374003140908878,1.3864990389727232,1.0451329859157632,1.0311982756366962,0.9591073825448825,0.9642094164306362,1.1868349117987276,1.173936171636239,0.975553144578917,0.9684610266689176,0.7856780164081734,0.7910519144202924,1.0105596482835446,1.044796465036032,1.174864960391276,1.2104243150680583,0.9753752610205996,0.9885816960816961,0.8311288468779104,0.8577087238677484
