,"('Meat & Cheese', 'Cold Drinks')","('Meat & Cheese', 'Hot Drinks')","('Snack Bars', 'Cold Drinks')","('Snack Bars', 'Hot Drinks')","('Fruit & Nuts', 'Cold Drinks')","('Fruit & Nuts', 'Hot Drinks')","('Popcorn & Chips', 'Cold Drinks')","('Popcorn & Chips', 'Hot Drinks')"
81,7.337784313725491,3.4731538461538465,2.802121480171016,2.7556731382208057,10.751071428571427,2.3959847494553377,2.7125148185148182,3.0387001951536834
82,7.267617647058822,1.839987238567884,2.7730619460899115,2.090143843772327,10.720999999999998,1.6086787025703793,2.6906446886446886,2.223498065277041
83,7.219296932928884,1.7653306451612902,2.6584129901960787,2.0457894736842106,7.367619047619049,1.5404396551724138,2.67301382259964,2.1999934112009583
84,7.267617647058822,2.3967248154322456,2.7730619460899115,2.2474035087719297,10.720999999999998,1.9211572871572868,2.6906446886446886,2.4061818181818184
85,8.58358438576349,2.3967248154322456,3.211794871794871,2.2474035087719297,21.065454545454546,1.9211572871572868,2.9200980235791105,2.4061818181818184
86,7.79321212121212,7.035928571428572,3.184500683994528,3.815896103896104,0.9014285714285716,3.3367673992673987,2.8213639774859285,4.408634974533109
87,8.58358438576349,1.3436935568666393,3.211794871794871,1.6890714285714286,21.065454545454546,1.2961337920074938,2.9200980235791105,1.7537638897476164
88,7.788689280868383,2.0741259079903145,3.0562955557894,2.2261365177650005,20.90142857142857,1.74496201640336,2.818425393883225,2.384967032967033
89,8.58358438576349,2.0741259079903145,3.211794871794871,2.2261365177650005,21.065454545454546,1.74496201640336,2.9200980235791105,2.384967032967033
90,7.516064785788922,27.358690476190468,3.102258823529412,6.7386813186813175,0.8155102040816328,3.4939285714285715,2.7637303399370365,5.764285714285713
91,7.908030303030302,27.358690476190468,3.2131563845050217,6.7386813186813175,0.9315,3.4939285714285715,2.8407947467166976,5.764285714285713
92,3.2355601613576304,27.358690476190468,2.158621974807756,6.7386813186813175,5.759591973244147,3.4939285714285715,2.159081615328644,5.764285714285713
93,3.1510952380952384,27.358690476190468,2.003352037045417,6.7386813186813175,5.309361111111111,3.4939285714285715,2.1330011123470523,5.764285714285713
94,3.2355601613576304,27.358690476190468,2.158621974807756,6.7386813186813175,5.759591973244147,3.4939285714285715,2.159081615328644,5.764285714285713
95,7.434405303030302,1.7405992063492064,3.0736625971143177,2.031234604467481,0.7857692307692308,1.3501459873459871,2.7430141015554077,1.7039144269423925
96,7.434405303030302,1.5632025943481889,3.0736625971143177,1.8287783108909867,0.7857692307692308,1.3208126463700234,2.7430141015554077,1.5549182019159908
97,3.3263130860860017,2.2419625779625774,1.6245476847543816,2.57843956043956,4.0940824587706155,1.921836655233151,1.4462306496792263,2.37167264752791
98,3.3067716727716734,1.8582737932382252,1.6015390756610266,2.2278883371530425,4.0504689265536715,1.4258860938383269,1.4390500727725,1.8259068627450976
99,8.000909090909092,3.2064102564102566,3.2276923076923074,3.799736842105263,6.184736842105262,2.296751347708895,2.6878447467166984,3.0387001951536834
100,8.176325757575757,1.742132083602672,3.2627027027027027,2.5915009580583352,6.221666666666667,1.7557979133682458,2.7107251814993063,2.223498065277041
101,10.206147186147186,1.6768118466898954,3.4821428571428568,2.659155844155844,6.455555555555557,1.7078140426824635,2.8442974494194004,2.1999934112009583
102,8.637777777777776,2.2632069275753484,2.7746358320042526,2.634840906840907,7.032708333333334,1.9434500716674632,2.622107892107892,2.4061818181818184
103,1.8766580086580085,2.2632069275753484,1.528532302597152,2.634840906840907,4.1549945887445885,1.9434500716674632,2.1319222177842865,2.4061818181818184
104,11.683855072463768,5.980095238095237,3.2352639517345403,9.778300248138956,7.977066666666667,2.907560416627849,3.048700711053652,4.408634974533109
105,11.688117647058823,1.2859748747984043,3.3305020469726347,1.8741962350999848,11.3104,1.4658288195969356,3.051501831501831,1.7537638897476164
106,7.631038647342992,1.9616007689746,2.5832721956406166,2.837323232323232,6.83077519379845,1.8619696969696968,2.497283094264226,2.384967032967033
107,4.256259740259741,1.9616007689746,2.9078821879382883,2.837323232323232,12.526,1.8619696969696968,2.657391472868217,2.384967032967033
108,1.8106376956376955,,2.0677231121281467,9.412698412698411,4.794253246753248,4.476233333333333,2.083081036168133,5.221142857142857
109,2.917137851029622,,2.6404705882352943,9.412698412698411,11.137692307692307,4.476233333333333,2.521711051026581,5.221142857142857
110,1.698053861347979,,1.5477394636015327,9.412698412698411,2.3803801169590644,4.476233333333333,1.7181107288717292,5.221142857142857
111,2.2671152294910057,,1.7414363636363634,9.412698412698411,2.778870431893688,4.476233333333333,1.8501011936055456,5.221142857142857
112,2.976234252638747,,1.9865875457875457,9.412698412698411,3.7801353928299006,4.476233333333333,2.0508360805860804,5.221142857142857
113,2.2603582126046815,,1.6673552522746071,2.0728442728442733,3.225209471766848,1.5706154684095859,1.4349475802181508,1.6296910315850481
114,1.7982619047619046,,1.6032761904761903,1.8739652014652013,2.727514592933948,1.495906629318394,1.7684047619047618,1.5014896163744091
115,2.354045248868778,,1.8482067448680355,2.694917980570154,3.981481457881993,2.245483766233766,1.941459699678408,2.197833333333333
116,1.6743421676362853,,1.5396507936507935,2.2726145955493786,2.4049032699880164,1.667014925373134,1.7263739364909223,1.7384436304436304
117,2.425331248778581,,1.858116883116883,3.955192307692308,3.9599870129870127,2.718438633438633,1.962046757164404,2.7689038208168646
118,1.58574358974359,,1.4632068844397612,2.732276497695852,2.4266491228070177,2.195153846153846,1.6998583042973288,2.128214285714286
119,1.8784632034632032,,1.5996428571428574,2.7929889513471604,2.7790860215053765,2.1618021978021984,1.7427793749078575,2.1018705884279654
120,1.9360990777338605,,2.669125,2.75609954675172,2.225153558052434,2.2804612794612793,1.692625382747334,2.2341847290640398
121,7.281252189580102,,1.774148717948718,2.75609954675172,3.0555102040816324,2.2804612794612793,2.2922623271421547,2.2341847290640398
122,3.2061478521478524,,1.3833376549712342,10.287836538461539,4.5847219251336915,3.6253333333333333,1.6801087665400058,3.973773755656109
123,6.414390119684238,,1.6876104676104675,1.9950565425140891,14.217159329140461,1.8229350525635355,1.9815550174872207,1.7016216216216216
124,1.9295172413793105,,1.2486540034806406,2.9762727272727267,2.4370814479638008,2.302019786143775,1.1115925809822358,2.2569596037385797
125,2.9182044911610134,,1.3783094469789696,2.9762727272727267,4.411748148909914,2.302019786143775,1.2209846839320522,2.2569596037385797
126,8.167413101604279,,13.707967032967035,4.696538461538461,16.241714285714284,7.693538461538462,5.1124630541871925,4.074632352941176
127,8.886923971169495,,13.301883116883118,4.696538461538461,16.06142857142857,7.693538461538462,4.843095238095239,4.074632352941176
128,1.5385170886685278,,2.023458646616541,4.696538461538461,2.3647468354430377,7.693538461538462,1.6770919905617092,4.074632352941176
129,9.118136785814805,,13.407463054187193,4.696538461538461,16.12473684210526,7.693538461538462,4.930803571428571,4.074632352941176
130,7.358507462686566,,23.323870431893692,4.696538461538461,26.00576923076923,7.693538461538462,4.798722271517303,4.074632352941176
131,3.2138101613576304,,4.032759784075574,1.595868829485338,5.597794871794872,2.0478858797837183,2.7339070248129778,1.3421101146154666
132,3.129345238095238,,3.5684795321637424,1.5352810975187734,5.146557919621749,1.8281922303049063,2.6774737286675667,1.210824013346408
133,3.2138101613576304,,4.032759784075574,1.9519423076923077,5.597794871794872,3.385590187590187,2.7339070248129778,1.9409166666666668
134,7.641163101604277,,13.47936974789916,1.709625350140056,16.107441860465116,2.2429099821746883,4.924131274131273,1.4194342945190404
135,7.851663101604277,,13.57842857142857,2.5095175907683647,16.167692307692302,4.535886574725584,5.006883116883117,2.3675662386739385
136,7.17184238747434,,9.879699011680144,1.9178745844319611,12.594086021505374,3.3452637741895734,4.684656862745098,1.8035128205128208
137,7.220163101604277,,13.241628571428572,1.8951298701298702,15.948135593220336,3.4387272727272733,4.7180323450134765,1.7599344515133992
138,7.2159005270092225,,9.908295238095238,1.9918082497212928,12.614802259887007,3.42956862745098,4.710189207758575,1.9642489451476792
139,7.185829098437795,,9.888864468864467,1.9918082497212928,12.600765027322405,3.42956862745098,4.692858161446397,1.9642489451476792
140,7.736844919786097,,13.525803571428574,3.6253581901969,16.13609756097561,10.269838709677419,4.9631428571428575,3.214102216191768
141,7.290329768270945,,13.285559006211178,1.4917392453102107,15.979272727272726,2.6757942662730767,4.7569387755102035,1.4891742845958709
142,7.220163101604277,,13.241628571428572,2.04212111736502,15.948135593220336,3.602169792296833,4.7180323450134765,1.9093050348344467
143,7.851663101604277,,13.57842857142857,2.04212111736502,16.167692307692302,3.602169792296833,5.006883116883117,1.9093050348344467
144,7.290329768270945,,13.285559006211178,3.807515151515152,15.979272727272726,14.613333333333333,4.7569387755102035,3.3244796380090498
145,7.220163101604277,,13.241628571428572,3.807515151515152,15.948135593220336,14.613333333333333,4.7180323450134765,3.3244796380090498
