SB_snack_0,SB_snack_1,SB_snack_2,SB_snack_3,SB_snack_4,SB_snack_5,SB_snack_6,SB_snack_7
3.1237028789099694,0.8055892425463336,2.5893157894736847,2.876299122807017,16.284736842105264,13.945555555555554,3.336787952969103,3.1037210925039873
3.4306725758796666,0.8055892425463336,2.375090983272134,2.876299122807017,16.081333333333333,13.945555555555554,3.154546092503987,3.1037210925039873
1.1748128807840115,0.8055892425463336,1.2611542731462086,2.876299122807017,2.362139689578714,13.945555555555554,1.3845689765088132,3.1037210925039873
3.831624956832047,0.8055892425463336,2.4353414304993253,2.876299122807017,16.13609756097561,13.945555555555554,3.1984765272865956,3.1037210925039873
1.7304268328020864,0.8055892425463336,2.400484780449894,2.876299122807017,26.07927272727273,13.945555555555554,3.1750080971659917,3.1037210925039873
1.8897072163505286,1.3549293259931559,2.0522566806297844,1.280489417989418,5.662711538461539,2.1324465894465896,2.05954170774377,1.2144247065914973
1.7811791981502125,1.2497759829178852,1.9579476744186046,1.277968253968254,5.214311111111111,1.995783166109253,2.0263728407157218,1.1852703388565458
1.8897072163505286,1.8707618062008955,2.0522566806297844,1.741508491508491,5.662711538461539,2.7416514431859698,2.05954170774377,1.649471904146274
2.1568129267568596,1.4369362126245846,2.4617400318979263,1.3504276237858328,16.16913043478261,2.3521583850931678,3.244640210151046,1.2719767826833046
2.5113392425463337,2.731050598394183,2.5191491228070175,2.038893178893179,16.22142857142857,4.082692307692308,3.2867929010146257,1.9397750799924711
1.4911442050504413,1.2879568144499178,2.255268170426065,1.6382615384615384,12.67528205128205,2.7800600474794024,3.105680395017394,1.6151654982045582
1.5490535282606193,1.2002552377657323,2.3086491228070174,1.6067999999999998,16.027419354838706,2.848681592039801,3.1263610178771217,1.5692564336372845
1.5481216486594636,1.8789433811802234,2.275315789473684,1.7616407666407663,12.694086021505376,2.8070974677496414,3.1218381775333857,1.675473604826546
1.5091100656478809,1.8789433811802234,2.261735144312394,1.7616407666407663,12.681354166666667,2.8070974677496414,3.1109102086819904,1.675473604826546
2.31322159548751,5.796912280701755,2.489077694235589,2.489666666666667,16.19409090909091,10.814375,3.26485629658562,2.5214804804804807
1.642177952223753,0.968627583108715,2.338720551378446,1.3835604395604395,16.055517241379313,2.0095075757575755,3.150298473456368,1.3768067226890754
1.5490535282606193,1.480945399731212,2.3086491228070174,1.7263670388910282,16.027419354838706,3.0445589225589225,3.1263610178771217,1.6751186813186814
2.5113392425463337,1.480945399731212,2.5191491228070175,1.7263670388910282,16.22142857142857,3.0445589225589225,3.2867929010146257,1.6751186813186814
1.642177952223753,11.640663101604279,2.338720551378446,3.3134432234432234,16.055517241379313,16.5304,3.150298473456368,2.877501831501831
1.5490535282606193,11.640663101604279,2.3086491228070174,3.3134432234432234,16.027419354838706,16.5304,3.1263610178771217,2.877501831501831
1.4911442050504413,11.640663101604279,2.255268170426065,3.3134432234432234,12.67528205128205,16.5304,3.105680395017394,2.877501831501831
1.5490535282606193,11.640663101604279,2.3086491228070174,3.3134432234432234,16.027419354838706,16.5304,3.1263610178771217,2.877501831501831
3.9857839756592286,11.640663101604279,2.689335552319534,3.3134432234432234,26.341714285714282,16.5304,3.3855080971659914,2.877501831501831
2.315124183006536,1.789350863422292,2.564835269993165,1.3345155041354775,6.194090909090908,2.1453571428571427,3.274325993555317,1.2227696736297506
3.9857839756592286,1.4227473839518783,2.689335552319534,1.372809279921956,26.341714285714282,2.0226018474279344,3.3855080971659914,1.1339443546649428
2.3141663286004057,2.20695652173913,2.5253095782935597,1.7029159420289854,26.19409090909091,2.6952932361755892,3.2695183012476248,1.821191570881226
3.9857839756592286,1.9238359543632442,2.689335552319534,1.4193167420814479,26.341714285714282,2.37033910119731,3.3855080971659914,1.2770129870129872
1.8817418300653597,3.1724404924760603,2.478916902646226,2.0630822966507174,6.115294117647059,4.090202702702703,3.2098872180451123,2.077416642598119
2.5132418300653594,1.8283333333333331,2.5949066985645937,1.6164221701795474,6.221428571428571,2.7410952380952383,3.2962625979843225,1.7784285714285715
1.8897072163505286,1.8496666666666663,2.0522566806297844,1.5878463203463202,5.662711538461539,2.7998275058275057,2.05954170774377,1.7479372180451125
1.7811791981502125,2.221354359925788,1.9579476744186046,1.728678787878788,5.214311111111111,2.7655194805194805,2.0263728407157218,1.8412751977984176
1.8897072163505286,2.221354359925788,2.0522566806297844,1.728678787878788,5.662711538461539,2.7655194805194805,2.05954170774377,1.8412751977984176
1.764797385620915,6.107808731808732,2.449175929333824,2.6821544991511037,6.087777777777777,11.201999999999998,3.186951382694023,2.5219365079365077
1.764797385620915,1.3134558378705385,2.449175929333824,1.3221569207229786,6.087777777777777,1.9424608724608725,3.186951382694023,1.5581284504968713
1.932819420100857,2.072936880323977,1.5398022173852166,1.716431623931624,4.107136645962733,3.009344514325646,1.356154638244384,1.838754408958175
1.9095931911226027,2.072936880323977,1.522758733477453,1.716431623931624,4.0640031225605,3.009344514325646,1.3476541961577353,1.838754408958175
2.750568753142282,11.601117647058823,2.606393540669856,14.159428571428572,3.6414999999999997,13.9625,2.885149122807017,4.774761904761904
